Time	Count	Error
49853.05822103206	4.6290655	0.72293854
49853.05832355365	5.4193935	0.7822221
49853.05842607524	5.4193935	0.7822221
49853.05852859683	5.87101	0.81416255
49853.058631118416	6.4355297	0.85240674
49853.05873363953	5.0806813	0.7573833
49853.05883616112	5.6452017	0.79835206
49853.05893868271	7.00005	0.8890072
49853.0590412043	7.4516664	0.91723675
49853.05914372589	5.7581058	0.80629605
49853.059246247474	5.0806813	0.7573833
49853.059348769064	7.112954	0.89614797
49853.059451290654	6.887146	0.8818087
49853.05955381224	6.887146	0.8818087
49853.05965633383	6.096818	0.8296718
49853.05975885496	6.5625477	0.9782868
49853.05986137654	6.5625477	0.9782868
49853.05996389813	5.8333755	0.92233765
49853.06006641972	6.270879	0.9563
49853.06016894131	7.112954	0.89614797
49853.0602714629	5.5322976	0.7903282
49853.06037398449	7.664967	1.1301377
49853.06078407084	7.001835	1.0555663
49853.060886591964	7.3387623	0.9102614
49853.060989113554	4.8548737	0.7403612
49853.061091635136	6.3226256	0.84489644
49853.061194156726	5.87101	0.81416255
49853.061296678316	6.548434	0.85985154
49853.061399199905	7.112954	0.89614797
49853.061501721495	6.774242	0.8745509
49853.06160424308	5.4193935	0.7822221
49853.06170676467	5.5322976	0.7903282
49853.06180928626	7.3387623	0.9102614
49853.06191180785	8.12909	0.9580225
49853.06201432897	6.3226256	0.84489644
49853.06211685056	6.661338	0.8672323
49853.06221937214	6.4355297	0.85240674
49853.06232189373	6.887146	0.8818087
49853.06242441532	7.903282	0.9446229
49853.06252693691	6.774242	0.8745509
49853.06303954439	6.661338	0.8672323
49853.06314206598	5.7581058	0.80629605
49853.06324458757	5.4193935	0.7822221
49853.06334710916	6.774242	0.8745509
49853.06344963074	6.209722	0.8373187
49853.06355215233	5.3064895	0.77403104
49853.06365467392	7.00005	0.8890072
49853.06375719551	5.983914	0.8219538
49853.0638597171	5.87101	0.81416255
49853.06396223868	6.3226256	0.84489644
49853.06406476027	5.5322976	0.7903282
49853.064167281394	6.661338	0.8672323
49853.064269802984	5.983914	0.8219538
49853.064372324574	6.661338	0.8672323
49853.064474846164	5.87101	0.81416255
49853.06457736775	5.983914	0.8219538
49853.064679889336	5.3064895	0.77403104
49853.064782410926	6.774242	0.8745509
49853.064884932515	7.225858	0.9032323
49853.064987454105	5.0806813	0.7573833
49853.065089975695	6.096818	0.8296718
49853.06519249681	5.87101	0.81416255
49853.0652950184	5.4193935	0.7822221
49853.06539753999	3.612929	0.63868165
49853.06550006158	5.983914	0.8219538
49853.06560258317	4.064545	0.6774242
49853.06570510476	5.7581058	0.80629605
49853.06580762634	5.6452017	0.79835206
49853.06591014793	5.3064895	0.77403104
49853.06601266952	5.3064895	0.77403104
49853.06611519111	5.0806813	0.7573833
49853.0662177127	5.7581058	0.80629605
49853.066320233826	4.9677773	0.7489207
49853.06642275541	5.1935854	0.76575243
49853.066525277	4.4032574	0.70508546
49853.06662779859	5.5322976	0.7903282
49853.06673032018	4.8548737	0.7403612
49853.06683284177	5.0806813	0.7573833
49853.06693536336	4.9677773	0.7489207
49853.06703788494	4.8548737	0.7403612
49853.06714040653	4.6290655	0.72293854
49853.06724292812	5.6452017	0.79835206
49853.06734544924	4.927894	0.79941
49853.07421439288	4.064545	0.6774242
49853.07431691447	5.5417066	0.8989835
49853.07441943606	4.661223	0.73700404
49853.07657238849	5.672362	0.827399
49853.07667491008	5.7634974	1.0032961
49853.08600437046	7.3387623	0.9102614
49853.08610689205	6.096818	0.8296718
49853.08620941364	5.5322976	0.7903282
49853.08631193523	5.87101	0.81416255
49853.08641445681	5.395872	0.88707596
49853.0865169784	4.8548737	0.7403612
49853.08661949999	6.8809175	0.8958192
49853.08672202158	3.6415915	0.71417487
49853.086824542705	5.7581058	0.80629605
49853.086927064294	4.9677773	0.7489207
49853.087029585884	5.983914	0.8219538
49853.08713210747	6.661338	0.8672323
49853.087234629056	5.4193935	0.7822221
49853.087337150646	5.983914	0.8219538
49853.087439672236	5.7581058	0.80629605
49853.087542193825	5.5322976	0.7903282
49853.087644715415	6.548434	0.85985154
49853.087747237005	5.87101	0.81416255
49853.08784975813	5.7581058	0.80629605
49853.08795227971	5.0806813	0.7573833
49853.0880548013	4.8548737	0.7403612
49853.08815732289	5.0806813	0.7573833
49853.08825984448	5.5322976	0.7903282
49853.08836236607	5.1935854	0.76575243
49853.08846488766	6.774242	0.8745509
49853.08856740925	4.6290655	0.72293854
49853.08866993084	5.4193935	0.7822221
49853.08877245242	5.87101	0.81416255
49853.08887497401	5.983914	0.8219538
49853.088977495136	7.00005	0.8890072
49853.089080016725	4.6290655	0.72293854
49853.089182538315	5.4193935	0.7822221
49853.089285059905	4.4032574	0.70508546
49853.089387581495	4.6290655	0.72293854
49853.08949010308	5.7581058	0.80629605
49853.08959262467	6.548434	0.85985154
49853.08969514626	5.983914	0.8219538
49853.089797667846	4.5161614	0.7140678
