# time_[MJD]       half_width_[d]  count_rate    error       fracexp   
51804.92518012073  0.01379629629  2.13565e+01  9.46481e-02  1.00000
51805.65610604666  0.01324074074  2.48572e+01  1.04598e-01  0.99301
51805.72416160221  0.01148148148  2.83024e+01  1.19437e-01  1.00000
51805.79212456518  0.00925925926  2.82944e+01  1.32981e-01  1.00000
51805.86045789851  0.00796296296  2.60134e+01  1.37496e-01  1.00000
51805.98268012073  0.01888888889  2.59964e+01  9.17526e-02  0.94608
51806.04888382443  0.01898148148  3.10444e+01  1.00007e-01  0.94634
51806.11527271332  0.01907407407  2.40733e+01  8.56704e-02  0.99515
51806.17860604665  0.01592592593  1.85431e+01  8.20856e-02  1.00000
51806.37758752814  0.01583333333  3.26319e+01  1.13975e-01  0.91813
51806.44768012073  0.01851851852  3.73954e+01  1.08102e-01  1.00000
51806.51582826888  0.01685185185  3.49812e+01  1.09603e-01  1.00000
51806.58397641702  0.01518518519  3.36534e+01  1.13249e-01  1.00000
51806.65101345406  0.01222222222  2.67731e+01  1.12591e-01  1.00000
51806.85647641703  0.00824074074  3.33300e+01  1.52990e-01  1.00000
51806.91638382443  0.01481481481  2.61453e+01  1.01059e-01  1.00000
51806.97851345407  0.01898148148  3.41691e+01  1.05465e-01  0.93659
51807.04490234295  0.01907407407  3.13077e+01  1.01482e-01  0.92233
51807.44360604665  0.01870370370  3.07390e+01  9.75235e-02  1.00000
51807.85092086147  0.00990740741  3.52301e+01  1.53870e-01  0.86916
51808.37082826887  0.01666666667  2.22156e+01  8.78279e-02  1.00000
51808.43971715777  0.01888888889  2.50124e+01  8.75391e-02  1.00000
51808.50786530592  0.01722222222  3.03338e+01  1.00959e-01  1.00000
51808.57610604666  0.01546296297  3.04207e+01  1.06701e-01  1.00000
51809.03749493555  0.01888888889  1.77061e+01  7.71338e-02  0.91176
51809.10027271332  0.01555555555  2.59468e+01  1.03632e-01  0.89881
51809.16536530592  0.01435185185  3.01651e+01  1.12111e-01  0.96774
51809.70805049110  0.01222222222  2.35566e+01  1.05611e-01  1.00000
51809.77518012073  0.00953703704  1.76885e+01  1.03602e-01  1.00000
51809.83823567629  0.01500000000  2.76538e+01  1.03290e-01  1.00000
51809.91230975036  0.00722222222  2.66896e+01  1.46239e-01  1.00000
51809.96693937999  0.01907407407  2.95764e+01  9.83776e-02  0.92718
51810.03268012073  0.01833333333  3.04124e+01  1.03048e-01  0.90404
51810.09434678740  0.01370370370  2.63261e+01  1.12072e-01  0.88514
51810.56777271332  0.01583333333  2.50351e+01  9.56569e-02  1.00000
51810.63582826887  0.01407407407  2.49112e+01  1.01208e-01  1.00000
54278.55453197257  0.01333333334  7.30136e+01  1.78017e-01  1.00000
55560.27184678738  0.01861111111  9.96039e+00  5.56519e-02  1.00000
55561.25212456515  0.01851851852  1.91553e+01  7.75635e-02  0.99500
55563.83980975034  0.02083333334  1.74880e+01  1.23210e-01  0.32000
55563.87249493552  0.01185185185  1.86397e+01  9.54014e-02  1.00000
55563.93129123182  0.01842592593  2.00418e+01  7.93381e-02  1.00000
55564.25888382441  0.01064814815  1.81431e+01  9.92993e-02  1.00000
55564.32064308367  0.00370370370  1.63781e+01  1.59971e-01  1.00000
55564.38980975034  0.00398148148  2.15263e+01  1.76885e-01  1.00000
55577.06397641700  0.01722222222  2.52561e+01  9.23714e-02  0.99462
55577.13064308367  0.01796296296  2.09300e+01  8.21152e-02  1.00000
55578.04777271330  0.01231481482  1.50662e+01  8.41428e-02  1.00000
55578.10990234293  0.01759259259  1.22282e+01  6.34227e-02  1.00000
55578.17749493552  0.01703703704  1.88081e+01  7.99288e-02  1.00000
55675.00536530589  0.01398148148  3.42914e+01  1.19136e-01  1.00000
55677.87573567627  0.01750000000  2.78595e+01  9.59833e-02  1.00000
55700.92823567626  0.01888888889  4.13402e+01  1.12541e-01  1.00000
55704.14249493553  0.00537037037  5.92565e+01  2.52694e-01  1.00000
55706.80703197256  0.01879629630  6.28317e+01  1.39085e-01  1.00000
55708.97064308367  0.01055555555  8.24760e+01  2.12643e-01  1.00000
55711.97434678738  0.01074074074  6.22250e+01  1.83102e-01  1.00000
55714.77416160219  0.01851851852  8.01297e+01  1.58242e-01  1.00000
55716.73305049108  0.01833333333  8.80201e+01  1.67108e-01  0.99495
55719.73786530590  0.01685185185  1.08657e+02  1.93167e-01  1.00000
55722.80832826886  0.01527777778  8.34399e+01  1.77781e-01  1.00000
55723.78712456515  0.01592592592  1.19347e+02  2.08249e-01  1.00000
55724.69897641701  0.01814814815  1.32253e+02  2.05359e-01  1.00000
55725.74480975034  0.01712962963  1.04108e+02  1.87541e-01  1.00000
55728.10425419478  0.00842592592  8.72890e+01  2.44849e-01  1.00000
55730.83990234293  0.01518518518  6.69306e+01  1.59709e-01  1.00000
55732.79758752811  0.01638888889  7.30533e+01  1.60610e-01  1.00000
55736.06018012071  0.01842592593  8.90949e+01  1.67278e-01  1.00000
55739.12879123182  0.01833333333  1.27043e+02  2.00255e-01  1.00000
55742.98064308367  0.01851851852  9.40117e+01  1.71402e-01  1.00000
55746.96619863923  0.01611111111  6.50028e+01  1.52803e-01  1.00000
55754.87055049108  0.01398148148  3.49127e+01  1.20211e-01  1.00000
55767.66601345404  0.01518518518  2.17610e+01  9.78667e-02  0.86585
55787.78416160219  0.00425925926  1.81602e+01  1.57080e-01  1.00000
55831.89823567626  0.01833333333  1.41892e+01  6.70942e-02  0.99495
55832.87712456515  0.01833333333  2.61098e+01  9.07840e-02  1.00000
55898.37221715775  0.01861111111  1.42137e+01  6.64806e-02  1.00000
55900.32842086145  0.01870370370  1.21384e+01  6.12837e-02  1.00000
