# time_[MJD]       half_width_[d]  count_rate    error       fracexp   
50178.71712456519  0.00037037037  2.72266e+01  6.52239e-01  1.00000
50178.71786530593  0.00037037037  2.59690e+01  6.36998e-01  1.00000
50178.71860604667  0.00037037037  2.64152e+01  6.42446e-01  1.00000
50178.71934678741  0.00037037037  2.68721e+01  6.47979e-01  1.00000
50178.72008752816  0.00037037037  2.76902e+01  6.57768e-01  1.00000
50178.72082826890  0.00037037037  2.54955e+01  6.31163e-01  1.00000
50178.72156900963  0.00037037037  2.61350e+01  6.39030e-01  1.00000
50178.72230975037  0.00037037037  2.53764e+01  6.29687e-01  1.00000
50178.72305049111  0.00037037037  2.60140e+01  6.37549e-01  1.00000
50178.72379123186  0.00037037037  2.55976e+01  6.32426e-01  1.00000
50178.72453197260  0.00037037037  2.56780e+01  6.33418e-01  1.00000
50178.72527271334  0.00037037037  2.70819e+01  6.50503e-01  1.00000
50178.72601345408  0.00037037037  2.69624e+01  6.49066e-01  1.00000
50178.72675419482  0.00037037037  2.67811e+01  6.46881e-01  1.00000
50178.72749493556  0.00037037037  2.69135e+01  6.48478e-01  1.00000
50178.72823567630  0.00037037037  2.69169e+01  6.48518e-01  1.00000
50178.72897641704  0.00037037037  2.68720e+01  6.47977e-01  1.00000
50178.72943938000  0.00009259259  2.80878e+01  1.32495e+00  1.00000
50178.77119863927  0.00037037037  2.51475e+01  6.26841e-01  1.00000
50178.77193938001  0.00037037037  2.41359e+01  6.14104e-01  1.00000
50178.77268012075  0.00037037037  2.58267e+01  6.35250e-01  1.00000
50178.77342086149  0.00037037037  2.40130e+01  6.12538e-01  1.00000
50178.77416160222  0.00037037037  2.44819e+01  6.18490e-01  1.00000
50178.77490234296  0.00037037037  2.50390e+01  6.25488e-01  1.00000
50178.77564308371  0.00037037037  2.44358e+01  6.17907e-01  1.00000
50178.77638382445  0.00037037037  2.50892e+01  6.26114e-01  1.00000
50178.77712456519  0.00037037037  2.44729e+01  6.18376e-01  1.00000
50178.77786530593  0.00037037037  2.56148e+01  6.32639e-01  1.00000
50178.77860604668  0.00037037037  2.36937e+01  6.08452e-01  1.00000
50178.77934678741  0.00037037037  2.35179e+01  6.06191e-01  1.00000
50178.78008752815  0.00037037037  2.41333e+01  6.14071e-01  1.00000
50178.78082826889  0.00037037037  2.33060e+01  6.03453e-01  1.00000
50178.78156900963  0.00037037037  2.42962e+01  6.16139e-01  1.00000
50178.78230975037  0.00037037037  2.36355e+01  6.07705e-01  1.00000
50178.78305049112  0.00037037037  2.33798e+01  6.04408e-01  1.00000
50178.78379123186  0.00037037037  2.46702e+01  6.20864e-01  1.00000
50178.78453197260  0.00037037037  2.48051e+01  6.22559e-01  1.00000
50178.78527271334  0.00037037037  2.43495e+01  6.16815e-01  1.00000
50178.78601345408  0.00037037037  2.26470e+01  5.94861e-01  1.00000
50178.78675419482  0.00037037037  2.25887e+01  5.94095e-01  1.00000
50178.78749493556  0.00037037037  2.48982e+01  6.23727e-01  1.00000
50178.78823567630  0.00037037037  2.38493e+01  6.10446e-01  1.00000
50178.78897641704  0.00037037037  2.37088e+01  6.08646e-01  1.00000
50178.78971715778  0.00037037037  2.35672e+01  6.06826e-01  1.00000
50178.79045789853  0.00037037037  2.29018e+01  5.98198e-01  1.00000
50178.79119863926  0.00037037037  2.36885e+01  6.08386e-01  1.00000
50178.79193938000  0.00037037037  2.28000e+01  5.96867e-01  1.00000
50178.79268012074  0.00037037037  2.46077e+01  6.20077e-01  1.00000
50178.79342086149  0.00037037037  2.33986e+01  6.04651e-01  1.00000
50178.79416160223  0.00037037037  2.42601e+01  6.15682e-01  1.00000
50178.79490234297  0.00037037037  2.32518e+01  6.02752e-01  1.00000
50178.79564308371  0.00037037037  2.34464e+01  6.05269e-01  1.00000
50178.79638382445  0.00037037037  2.43863e+01  6.17281e-01  1.00000
50178.79712456519  0.00037037037  2.34436e+01  6.05232e-01  1.00000
50178.79786530593  0.00037037037  2.29444e+01  5.98754e-01  1.00000
50178.79860604667  0.00037037037  2.24325e+01  5.92037e-01  1.00000
50178.79934678741  0.00037037037  2.35312e+01  6.06362e-01  1.00000
50178.80008752815  0.00037037037  2.29576e+01  5.98926e-01  1.00000
50178.80082826890  0.00037037037  2.40163e+01  6.12580e-01  1.00000
50178.80147641704  0.00027777778  2.34421e+01  6.98840e-01  1.00000
50178.83786530593  0.00037037037  2.40940e+01  6.13570e-01  1.00000
50178.83860604667  0.00037037037  2.28023e+01  5.96897e-01  1.00000
50178.83934678741  0.00037037037  2.27867e+01  5.96693e-01  1.00000
50178.84008752815  0.00037037037  2.17326e+01  5.82728e-01  1.00000
50178.84082826889  0.00037037037  2.12705e+01  5.76499e-01  1.00000
50178.84156900964  0.00037037037  2.23254e+01  5.90622e-01  1.00000
50178.84230975038  0.00037037037  2.21181e+01  5.87874e-01  1.00000
50178.84305049112  0.00037037037  2.25272e+01  5.93286e-01  1.00000
50178.84379123185  0.00037037037  2.17657e+01  5.83172e-01  1.00000
50178.84453197260  0.00037037037  2.15790e+01  5.80665e-01  1.00000
50178.84527271334  0.00037037037  2.21415e+01  5.88185e-01  1.00000
50178.84601345408  0.00037037037  2.11364e+01  5.74679e-01  1.00000
50178.84675419482  0.00037037037  2.17905e+01  5.83503e-01  1.00000
50178.84749493556  0.00037037037  2.24688e+01  5.92516e-01  1.00000
50178.84823567630  0.00037037037  2.22051e+01  5.89028e-01  1.00000
50178.84897641704  0.00037037037  2.20431e+01  5.86876e-01  1.00000
50178.84971715778  0.00037037037  2.31367e+01  6.01258e-01  1.00000
50178.85045789852  0.00037037037  2.24378e+01  5.92107e-01  1.00000
50178.85119863926  0.00037037037  2.33289e+01  6.03750e-01  1.00000
50178.85193938001  0.00037037037  2.26846e+01  5.95354e-01  1.00000
50178.85268012075  0.00037037037  2.24962e+01  5.92877e-01  1.00000
50178.85342086149  0.00037037037  2.22453e+01  5.89562e-01  1.00000
50178.85416160223  0.00037037037  2.10538e+01  5.73555e-01  1.00000
50178.85490234297  0.00037037037  2.21789e+01  5.88680e-01  1.00000
50178.85564308371  0.00037037037  2.32104e+01  6.02214e-01  1.00000
50178.85638382445  0.00037037037  2.23389e+01  5.90800e-01  1.00000
50178.85712456519  0.00037037037  2.33911e+01  6.04554e-01  1.00000
50178.85786530593  0.00037037037  2.27380e+01  5.96054e-01  1.00000
50178.85860604667  0.00037037037  2.30886e+01  6.00632e-01  1.00000
50178.85934678742  0.00037037037  2.19920e+01  5.86196e-01  1.00000
50178.86008752816  0.00037037037  2.26545e+01  5.94960e-01  1.00000
50178.86082826889  0.00037037037  2.33767e+01  6.04368e-01  1.00000
50178.86156900963  0.00037037037  2.35826e+01  6.07024e-01  1.00000
50178.86230975037  0.00037037037  2.21195e+01  5.87892e-01  1.00000
50178.86305049111  0.00037037037  2.20528e+01  5.87006e-01  1.00000
50178.86379123186  0.00037037037  2.24981e+01  5.92902e-01  1.00000
50178.86453197260  0.00037037037  2.30679e+01  6.00364e-01  1.00000
50178.86527271334  0.00037037037  2.25777e+01  5.93950e-01  1.00000
50178.86601345408  0.00037037037  2.22333e+01  5.89403e-01  1.00000
50178.86675419482  0.00037037037  2.16824e+01  5.82054e-01  1.00000
50178.86749493556  0.00037037037  2.50606e+01  6.25758e-01  1.00000
50178.86823567630  0.00037037037  2.30450e+01  6.00066e-01  1.00000
50178.86897641704  0.00037037037  2.22722e+01  5.89918e-01  1.00000
50178.86971715778  0.00037037037  2.31416e+01  6.01321e-01  1.00000
50178.87045789852  0.00037037037  2.20038e+01  5.86352e-01  1.00000
50178.87119863927  0.00037037037  2.30257e+01  5.99814e-01  1.00000
50178.87193938001  0.00037037037  2.23516e+01  5.90968e-01  1.00000
50178.87268012074  0.00037037037  2.15396e+01  5.80135e-01  1.00000
50178.87314308371  0.00009259259  2.33364e+01  1.20769e+00  1.00000
50413.24453197260  0.00037037037  3.32331e+01  7.20602e-01  1.00000
50413.24527271333  0.00037037037  3.51241e+01  7.40820e-01  1.00000
50413.24601345408  0.00037037037  3.64175e+01  8.71033e-01  0.75000
50413.24675419482  0.00037037037  3.57490e+01  7.47381e-01  1.00000
50413.24749493556  0.00037037037  3.41976e+01  7.30984e-01  1.00000
50413.24823567630  0.00037037037  3.61130e+01  7.51176e-01  1.00000
50413.24897641705  0.00037037037  3.54867e+01  7.44634e-01  1.00000
50413.24971715779  0.00037037037  3.41070e+01  7.30015e-01  1.00000
50413.25045789852  0.00037037037  3.43026e+01  7.32105e-01  1.00000
50413.25119863926  0.00037037037  3.45425e+01  7.34661e-01  1.00000
50413.25193938000  0.00037037037  3.63368e+01  7.53501e-01  1.00000
50413.25268012074  0.00037037037  3.59625e+01  7.49609e-01  1.00000
50413.25342086149  0.00037037037  3.53468e+01  7.43164e-01  1.00000
50413.25416160223  0.00037037037  3.36456e+01  7.25061e-01  1.00000
50413.25490234297  0.00037037037  3.34113e+01  7.22531e-01  1.00000
50413.25564308371  0.00037037037  3.53543e+01  7.43243e-01  1.00000
50413.25638382445  0.00037037037  3.64505e+01  7.54678e-01  1.00000
50413.25712456519  0.00037037037  3.52583e+01  7.42234e-01  1.00000
50413.25786530593  0.00037037037  3.54236e+01  7.43971e-01  1.00000
50413.25860604667  0.00037037037  3.39281e+01  7.28098e-01  1.00000
50413.25934678741  0.00037037037  3.44017e+01  7.33163e-01  1.00000
50413.26008752815  0.00037037037  3.34897e+01  7.23379e-01  1.00000
50413.26082826890  0.00037037037  3.52315e+01  7.41952e-01  1.00000
50413.26156900964  0.00037037037  3.53268e+01  7.42954e-01  1.00000
50413.26230975037  0.00037037037  3.42964e+01  7.32039e-01  1.00000
50413.26305049111  0.00037037037  3.55339e+01  7.45129e-01  1.00000
50413.26379123186  0.00037037037  3.49604e+01  7.39092e-01  1.00000
50413.26453197260  0.00037037037  3.58999e+01  7.48957e-01  1.00000
50413.26527271334  0.00037037037  3.62597e+01  7.52700e-01  1.00000
50413.26601345408  0.00037037037  3.63123e+01  7.53246e-01  1.00000
50413.26675419482  0.00037037037  3.36583e+01  7.25197e-01  1.00000
50413.26749493556  0.00037037037  3.39215e+01  7.28027e-01  1.00000
50413.26823567630  0.00037037037  3.37491e+01  7.26175e-01  1.00000
50413.26897641704  0.00037037037  3.26065e+01  7.13776e-01  1.00000
50413.26971715778  0.00037037037  3.44179e+01  7.33335e-01  1.00000
50413.27045789852  0.00037037037  3.30807e+01  7.18948e-01  1.00000
50413.27119863927  0.00037037037  3.17415e+01  7.04245e-01  1.00000
50413.27193938001  0.00037037037  3.28291e+01  7.16209e-01  1.00000
50413.27268012075  0.00037037037  3.48883e+01  7.38329e-01  1.00000
50413.27342086149  0.00037037037  3.22613e+01  7.09988e-01  1.00000
50413.27416160222  0.00037037037  3.62764e+01  7.52874e-01  1.00000
50413.27490234296  0.00037037037  3.40653e+01  7.29568e-01  1.00000
50413.27564308371  0.00037037037  3.52704e+01  7.42361e-01  1.00000
50413.27638382445  0.00037037037  3.40168e+01  7.29049e-01  1.00000
50413.27712456519  0.00037037037  3.38365e+01  7.27114e-01  1.00000
50413.27786530593  0.00037037037  3.45652e+01  7.34902e-01  1.00000
50413.27860604668  0.00037037037  3.55739e+01  7.45548e-01  1.00000
50413.27934678741  0.00037037037  3.65363e+01  7.55566e-01  1.00000
50413.28008752815  0.00037037037  3.37678e+01  7.26376e-01  1.00000
50413.31119863926  0.00037037037  3.37957e+01  7.26676e-01  1.00000
50413.31193938001  0.00037037037  3.57438e+01  7.47326e-01  1.00000
50413.31268012075  0.00037037037  3.51100e+01  7.40671e-01  1.00000
50413.31342086149  0.00037037037  3.64392e+01  7.54561e-01  1.00000
50413.31416160223  0.00037037037  3.37204e+01  7.25866e-01  1.00000
50413.31490234297  0.00037037037  3.55766e+01  7.45577e-01  1.00000
50413.31564308371  0.00037037037  3.48447e+01  7.37867e-01  1.00000
50413.31638382445  0.00037037037  3.42317e+01  7.31348e-01  1.00000
50413.31712456519  0.00037037037  3.57092e+01  7.46965e-01  1.00000
50413.31786530593  0.00037037037  3.56669e+01  7.46522e-01  1.00000
50413.31860604667  0.00037037037  3.41700e+01  7.30689e-01  1.00000
50413.31934678742  0.00037037037  3.13118e+01  6.99461e-01  1.00000
50413.32008752815  0.00037037037  3.21386e+01  7.08636e-01  1.00000
50413.32082826889  0.00037037037  3.14820e+01  7.01360e-01  1.00000
50413.32156900963  0.00037037037  3.33326e+01  7.21680e-01  1.00000
50413.32230975037  0.00037037037  3.28460e+01  7.16393e-01  1.00000
50413.32305049112  0.00037037037  3.25603e+01  7.13270e-01  1.00000
50413.32379123186  0.00037037037  3.29936e+01  7.18001e-01  1.00000
50413.32453197260  0.00037037037  3.11950e+01  6.98156e-01  1.00000
50413.32527271334  0.00037037037  3.17220e+01  7.04028e-01  1.00000
50413.32601345408  0.00037037037  3.32277e+01  7.20543e-01  1.00000
50413.32675419482  0.00037037037  3.27208e+01  7.15026e-01  1.00000
50413.32749493556  0.00037037037  3.18900e+01  7.05890e-01  1.00000
50413.32823567630  0.00037037037  3.03781e+01  6.88954e-01  1.00000
50413.32888382445  0.00027777778  3.09141e+01  8.02524e-01  1.00000
50413.38360604667  0.00037037037  2.87669e+01  6.70434e-01  1.00000
50413.38434678741  0.00037037037  2.95063e+01  6.78996e-01  1.00000
50413.38508752815  0.00037037037  2.89065e+01  6.72059e-01  1.00000
50413.38582826890  0.00037037037  2.96405e+01  6.80539e-01  1.00000
50413.38656900964  0.00037037037  2.88116e+01  6.70955e-01  1.00000
50413.38730975037  0.00037037037  2.98144e+01  6.82532e-01  1.00000
50413.38805049111  0.00037037037  3.01742e+01  6.86638e-01  1.00000
50413.38879123186  0.00037037037  2.71110e+01  6.50853e-01  1.00000
50413.38953197260  0.00037037037  2.84833e+01  6.67122e-01  1.00000
50413.39027271334  0.00037037037  2.80074e+01  6.61525e-01  1.00000
50413.39101345408  0.00037037037  2.86397e+01  6.68951e-01  1.00000
50413.39175419482  0.00037037037  2.68485e+01  6.47695e-01  1.00000
50413.39249493556  0.00037037037  2.84113e+01  6.66279e-01  1.00000
50413.39323567630  0.00037037037  2.87425e+01  6.70151e-01  1.00000
50413.39397641704  0.00037037037  2.80605e+01  6.62152e-01  1.00000
50413.39471715778  0.00037037037  3.02727e+01  6.87758e-01  1.00000
50413.39545789852  0.00037037037  2.76644e+01  6.57462e-01  1.00000
50413.39619863927  0.00037037037  2.90506e+01  6.73733e-01  1.00000
50413.39693938001  0.00037037037  2.92477e+01  6.76014e-01  1.00000
50413.39768012075  0.00037037037  2.78005e+01  6.59077e-01  1.00000
50413.39842086149  0.00037037037  2.60843e+01  6.38410e-01  1.00000
50413.39916160222  0.00037037037  2.62108e+01  6.39956e-01  1.00000
50413.39990234296  0.00037037037  2.65045e+01  6.43531e-01  1.00000
50413.40064308371  0.00037037037  2.71710e+01  6.51573e-01  1.00000
50413.40138382445  0.00037037037  2.91706e+01  6.75123e-01  1.00000
50413.40212456519  0.00037037037  3.01887e+01  6.86803e-01  1.00000
50413.40286530593  0.00037037037  2.79695e+01  6.61077e-01  1.00000
50413.40360604668  0.00037037037  2.67545e+01  6.46560e-01  1.00000
50413.40434678741  0.00037037037  2.88637e+01  6.71562e-01  1.00000
50413.40508752815  0.00037037037  2.86360e+01  6.68907e-01  1.00000
50413.40582826889  0.00037037037  2.66981e+01  6.45877e-01  1.00000
50413.40656900963  0.00037037037  2.72867e+01  6.52959e-01  1.00000
50413.40730975037  0.00037037037  2.76126e+01  6.56846e-01  1.00000
50413.40805049112  0.00037037037  2.55600e+01  6.31961e-01  1.00000
50413.40879123186  0.00037037037  2.72989e+01  6.53104e-01  1.00000
50413.40953197260  0.00037037037  2.93148e+01  6.76789e-01  1.00000
50413.41027271334  0.00037037037  2.76443e+01  6.57224e-01  1.00000
50413.41101345408  0.00037037037  2.76922e+01  6.57793e-01  1.00000
50413.41175419482  0.00037037037  2.77933e+01  6.58992e-01  1.00000
50413.41249493556  0.00037037037  2.92178e+01  6.75668e-01  1.00000
50413.41323567630  0.00037037037  2.98363e+01  6.82783e-01  1.00000
50413.41397641704  0.00037037037  3.00215e+01  6.84899e-01  1.00000
50413.41471715779  0.00037037037  2.74983e+01  6.55485e-01  1.00000
50413.41545789853  0.00037037037  2.94456e+01  6.78298e-01  1.00000
50413.41619863926  0.00037037037  2.85803e+01  6.68256e-01  1.00000
50413.41675419482  0.00018518518  3.13353e+01  9.89559e-01  1.00000
50413.45286530593  0.00037037037  3.15333e+01  7.01931e-01  1.00000
50413.45360604667  0.00037037037  3.08209e+01  6.93958e-01  1.00000
50413.45434678741  0.00037037037  3.18274e+01  8.14291e-01  0.75000
50413.45508752816  0.00037037037  3.05230e+01  6.90595e-01  1.00000
50413.45582826890  0.00037037037  3.18204e+01  7.05119e-01  1.00000
50413.45656900964  0.00037037037  3.18741e+01  7.05714e-01  1.00000
50413.45730975037  0.00037037037  3.06330e+01  6.91839e-01  1.00000
50413.45805049111  0.00037037037  3.12735e+01  6.99033e-01  1.00000
50413.45971715778  0.00037037037  2.92656e+01  6.76221e-01  1.00000
50413.46045789852  0.00037037037  2.95052e+01  6.78983e-01  1.00000
50413.46119863926  0.00037037037  2.84912e+01  6.67215e-01  1.00000
50413.46193938000  0.00037037037  3.03103e+01  6.88185e-01  1.00000
50413.46268012075  0.00037037037  3.06868e+01  6.92445e-01  1.00000
50413.46342086149  0.00037037037  3.09909e+01  6.95868e-01  1.00000
50413.46416160223  0.00037037037  2.95761e+01  6.79798e-01  1.00000
50413.46490234297  0.00037037037  2.95858e+01  6.79911e-01  1.00000
50413.46564308371  0.00037037037  2.88328e+01  6.71203e-01  1.00000
50413.46638382445  0.00037037037  2.90325e+01  6.73523e-01  1.00000
50413.46712456519  0.00037037037  2.86251e+01  6.68781e-01  1.00000
50413.46786530593  0.00037037037  2.87660e+01  6.70425e-01  1.00000
50413.46860604667  0.00037037037  2.84475e+01  6.66702e-01  1.00000
50413.46934678741  0.00037037037  2.56208e+01  6.32712e-01  1.00000
50413.47008752816  0.00037037037  2.90975e+01  6.74276e-01  1.00000
50413.47082826890  0.00037037037  2.86871e+01  6.69504e-01  1.00000
50413.47156900963  0.00037037037  2.72811e+01  6.52892e-01  1.00000
50413.47230975037  0.00037037037  2.81723e+01  6.63470e-01  1.00000
50413.47305049111  0.00037037037  2.83043e+01  6.65022e-01  1.00000
50413.47379123186  0.00037037037  2.89055e+01  6.72049e-01  1.00000
50413.47453197260  0.00037037037  2.87963e+01  6.70777e-01  1.00000
50413.47527271334  0.00037037037  2.83224e+01  6.65235e-01  1.00000
50413.47601345408  0.00037037037  2.76489e+01  6.57278e-01  1.00000
50413.47675419482  0.00037037037  2.86520e+01  6.69095e-01  1.00000
50413.47749493556  0.00037037037  2.75709e+01  6.56350e-01  1.00000
50413.47823567630  0.00037037037  2.63195e+01  6.41282e-01  1.00000
50413.47897641704  0.00037037037  2.89236e+01  6.72258e-01  1.00000
50413.47971715778  0.00037037037  2.88350e+01  6.71228e-01  1.00000
50413.48045789852  0.00037037037  2.85186e+01  6.67535e-01  1.00000
50413.48119863927  0.00037037037  2.74895e+01  6.55380e-01  1.00000
50413.48193938001  0.00037037037  2.74454e+01  6.54855e-01  1.00000
50413.48268012075  0.00037037037  2.84333e+01  6.66537e-01  1.00000
50413.48332826889  0.00027777778  2.73275e+01  7.54535e-01  1.00000
50413.53323567630  0.00037037037  3.06613e+01  6.92158e-01  1.00000
50413.53397641704  0.00037037037  3.05857e+01  6.91305e-01  1.00000
50413.53471715778  0.00037037037  2.97240e+01  6.81497e-01  1.00000
50413.53545789852  0.00037037037  3.05055e+01  6.90398e-01  1.00000
50413.53619863927  0.00037037037  2.97967e+01  6.82329e-01  1.00000
50413.53693938001  0.00037037037  2.89512e+01  6.72580e-01  1.00000
50413.53768012075  0.00037037037  3.03790e+01  6.88964e-01  1.00000
50413.53842086149  0.00037037037  3.04294e+01  6.89536e-01  1.00000
50413.53916160222  0.00037037037  3.08751e+01  6.94568e-01  1.00000
50413.53990234297  0.00037037037  2.92431e+01  6.75961e-01  1.00000
50413.54064308371  0.00037037037  2.80524e+01  6.62057e-01  1.00000
50413.54138382445  0.00037037037  2.87520e+01  6.70262e-01  1.00000
50413.54212456519  0.00037037037  2.85611e+01  6.68032e-01  1.00000
50413.54286530593  0.00037037037  2.96430e+01  6.80567e-01  1.00000
50413.54360604667  0.00037037037  2.78060e+01  6.59143e-01  1.00000
50413.54434678741  0.00037037037  2.84350e+01  6.66556e-01  1.00000
50413.54508752815  0.00037037037  2.90048e+01  6.73201e-01  1.00000
50413.54582826889  0.00037037037  2.92252e+01  6.75754e-01  1.00000
50413.54656900963  0.00037037037  2.99032e+01  6.83548e-01  1.00000
50413.54730975038  0.00037037037  2.87377e+01  6.70094e-01  1.00000
50413.54805049112  0.00037037037  2.91775e+01  6.75203e-01  1.00000
50413.54879123186  0.00037037037  2.76927e+01  6.57799e-01  1.00000
50413.54953197260  0.00037037037  2.77426e+01  6.58391e-01  1.00000
50413.55008752815  0.00018518518  2.95416e+01  9.60820e-01  1.00000
50413.60342086149  0.00037037037  2.97186e+01  6.81435e-01  1.00000
50413.60416160223  0.00037037037  3.08218e+01  6.93968e-01  1.00000
50413.60490234297  0.00037037037  2.83382e+01  6.65421e-01  1.00000
50413.60564308371  0.00037037037  3.06417e+01  6.91937e-01  1.00000
50413.60638382445  0.00037037037  2.91357e+01  6.74719e-01  1.00000
50413.60712456519  0.00037037037  2.94504e+01  6.78352e-01  1.00000
50413.60786530593  0.00037037037  2.95554e+01  6.79561e-01  1.00000
50413.60860604667  0.00037037037  2.88944e+01  6.71919e-01  1.00000
50413.60934678742  0.00037037037  2.97156e+01  6.81400e-01  1.00000
50413.61008752816  0.00037037037  2.97565e+01  6.81869e-01  1.00000
50413.61082826889  0.00037037037  3.07564e+01  6.93230e-01  1.00000
50413.61156900963  0.00037037037  2.89714e+01  6.72814e-01  1.00000
50413.61230975037  0.00037037037  2.91772e+01  6.75199e-01  1.00000
50413.61305049111  0.00037037037  2.96019e+01  6.80096e-01  1.00000
50413.61379123186  0.00037037037  2.91855e+01  6.75296e-01  1.00000
50413.61453197260  0.00037037037  3.00448e+01  6.85164e-01  1.00000
50413.61527271334  0.00037037037  2.92832e+01  6.76424e-01  1.00000
50413.61601345408  0.00037037037  3.09302e+01  6.95186e-01  1.00000
50413.61666160222  0.00027777778  3.13477e+01  8.08132e-01  1.00000
50414.53379123186  0.00037037037  3.22014e+01  7.09329e-01  1.00000
50414.53453197260  0.00037037037  3.21021e+01  7.08234e-01  1.00000
50414.53527271334  0.00037037037  3.12255e+01  6.98497e-01  1.00000
50414.53601345408  0.00037037037  3.09748e+01  6.95688e-01  1.00000
50414.53675419482  0.00037037037  3.21985e+01  7.09297e-01  1.00000
50414.53749493556  0.00037037037  3.21668e+01  7.08947e-01  1.00000
50414.53823567630  0.00037037037  3.19593e+01  7.06657e-01  1.00000
50414.53897641704  0.00037037037  3.20757e+01  7.07943e-01  1.00000
50414.53971715779  0.00037037037  3.32355e+01  7.20628e-01  1.00000
50414.54045789853  0.00037037037  3.20254e+01  7.07387e-01  1.00000
50414.54119863926  0.00037037037  3.25010e+01  7.12620e-01  1.00000
50414.54193938000  0.00037037037  3.19669e+01  7.06742e-01  1.00000
50414.54268012074  0.00037037037  3.28781e+01  7.16743e-01  1.00000
50414.54342086149  0.00037037037  3.14344e+01  7.00830e-01  1.00000
50414.54416160223  0.00037037037  3.21515e+01  7.08779e-01  1.00000
50414.54490234297  0.00037037037  3.38768e+01  7.27548e-01  1.00000
50414.54564308371  0.00037037037  3.29396e+01  7.17413e-01  1.00000
50414.54638382445  0.00037037037  3.23638e+01  7.11115e-01  1.00000
50414.54712456519  0.00037037037  3.14189e+01  7.00657e-01  1.00000
50414.54786530593  0.00037037037  3.20612e+01  7.07783e-01  1.00000
50414.54860604667  0.00037037037  3.16312e+01  7.03020e-01  1.00000
50414.54934678741  0.00037037037  3.25042e+01  7.12656e-01  1.00000
50414.55008752815  0.00037037037  3.03188e+01  6.88281e-01  1.00000
50414.55073567630  0.00027777778  3.00225e+01  7.90866e-01  1.00000
50414.60397641704  0.00037037037  3.53926e+01  7.43646e-01  1.00000
50414.60471715778  0.00037037037  3.55569e+01  7.45370e-01  1.00000
