Time	CountRate	Error
47457.32233833578	373.79617	7.2489862
47457.32252350616	372.6977	7.198335
47457.32270867655	381.49738	7.2498817
47457.322893846926	387.34036	7.294531
47457.323079017304	397.32968	7.3216114
47457.32326418768	371.74503	7.1716156
47457.32344935853	379.86703	7.284286
47457.32363452891	385.30597	7.27628
47457.32381969929	392.5694	7.3379674
47457.324004869675	385.234	7.277963
47457.32419004005	364.6446	7.2228394
47457.32437521043	364.66095	7.2552533
47457.32456038081	381.74698	7.262429
47457.32474555166	361.08572	7.1754208
47457.32493072204	359.86636	7.188987
47457.32511589242	361.34314	7.168642
47457.3253010628	367.23495	7.2182336
47457.32548623318	365.36676	7.266693
47457.32567140356	377.03998	7.2687182
47457.3258565744	354.10315	7.109473
47457.32604174479	361.8709	7.1977873
47457.32622691517	374.18213	7.3185444
47457.326412085546	348.9127	7.1423087
47457.326597255924	360.36688	7.256908
47457.3267824263	370.73535	7.24356
47457.32696759669	376.71622	7.3742313
47457.32715276753	388.6799	7.3611
47457.32733793791	379.46414	7.303675
47457.32752310829	376.5626	7.318204
47457.32770827867	383.1128	7.3440886
47457.32789344905	392.26785	7.43609
47457.45103179485	242.97636	6.6780787
47457.451216965215	244.07993	6.675965
47457.451587305935	244.64833	6.647489
47457.4517724763	250.30804	6.7030582
47457.45195764666	228.1704	6.5401134
47457.45214281749	257.08392	6.7658973
47457.452327987856	255.3845	6.6269937
47457.45251315822	244.4127	6.698608
47457.452698328576	250.73196	6.6350236
47457.45288349894	246.1354	6.601011
47457.4530686693	230.4985	6.5406218
47457.45325384013	239.12212	6.5308495
47457.4534390105	230.37608	6.564405
47457.45362418086	220.55827	6.478871
47457.45380935122	251.11981	6.61412
47457.45399452158	242.11697	6.536553
47457.454179691944	222.49858	6.518194
47457.45436486277	228.53647	6.5547705
47457.45455003314	230.13377	6.4962196
47457.45473520349	238.87856	6.5728617
47457.45492037386	243.07387	6.6005564
47457.45510554422	229.23257	6.5324035
47457.455290714584	226.07722	6.525457
47457.45547588495	231.07735	6.495656
47457.45566105577	229.80963	6.536131
47457.455846226134	210.30818	6.3971133
47457.4560313965	239.85052	6.53954
47457.45621656686	229.90329	6.4636045
47457.456401737225	231.067	6.4618006
47457.45658690758	228.2568	6.513506
47457.45677207841	241.29929	6.576492
47457.456957248774	228.7987	6.5628266
47457.45714241914	222.01157	6.4265184
47457.457327589495	229.27197	6.5423694
47457.45751275986	233.42632	6.5143723
47457.45769793022	219.4928	6.45748
47457.45788310105	230.28333	6.5470333
47457.45806827141	214.56525	6.4419093
47457.45825344177	222.47098	6.476313
47457.458438612135	230.29773	6.543657
47457.4586237825	224.20242	6.451277
47457.458808952855	218.94083	6.548597
47457.45899412322	233.10052	6.566457
47457.45917929405	231.08498	6.4812226
47457.45936446441	215.42139	6.553062
47457.45954963477	228.56903	6.5522103
47457.45973480513	219.033	6.4463863
47457.459919975496	238.20964	6.602473
47457.46010514585	236.44043	6.579995
47457.46029031668	238.71526	6.5474873
47457.460475487045	224.96373	6.540751
47457.46066065741	213.5582	6.5283985
47457.460845827765	215.68167	6.5304713
47457.46103099813	244.43306	6.615948
47457.46121616849	222.18413	6.52278
47457.46140133885	250.75366	6.693705
47457.46158650968	248.59702	6.6429687
47457.46177168004	250.0065	6.6288466
47457.4619568504	239.23083	6.581118
47457.46214202076	229.39664	6.502511
47457.462327191126	248.39468	6.6908545
47457.46251236148	238.21481	6.570821
47457.46269753231	229.41493	6.5627637
47457.462882702675	254.91223	6.684454
47457.46306787303	224.54062	6.5024033
47457.463253043396	229.84332	6.5990562
47457.46343821376	252.28839	6.6762276
47457.463623384116	242.34242	6.6285925
47457.463808554945	240.32848	6.557822
47457.4639937253	232.21683	6.5101566
47457.464178895665	268.36227	6.680831
47457.527877523484	231.34874	6.7271943
47457.52806269384	234.21367	6.7027106
47457.52824786419	223.1159	6.661128
47457.528988546066	229.5325	6.704743
47457.53084025005	239.59177	6.7079864
47457.53158093192	242.81934	6.772082
47457.53213644298	236.73257	6.7302737
47457.53250678415	240.89699	6.7140064
47457.5326919545	243.39642	6.7686505
47457.5330622952	253.6564	6.7999983
47457.53324746555	243.40425	6.7493906
47457.53361780672	263.92322	6.863173
47457.53417331778	250.96066	6.8042045
47457.80378142914	351.50198	7.4178743
47457.80526279212	389.1236	7.649213
47457.80729966651	394.83585	7.6227803
47457.80767000714	386.43677	7.641991
47457.808040347765	383.91153	7.5695906
47457.80822551854	383.7069	7.581012
47457.80933654089	350.71265	7.3921
47457.809521711206	367.55566	7.4718995
47457.80989205183	355.89645	7.438737
47457.81007722215	354.22647	7.465952
47457.810262392464	346.55103	7.419643
47457.81044756324	363.54074	7.509248
47457.856925329324	261.22717	6.845653
47457.85711049963	292.52103	7.0605307
47457.857295669935	290.45044	7.0502424
47457.85748084024	273.84464	6.9043546
47457.85766601102	276.10046	6.936384
47457.857851181325	298.47897	7.0409126
47457.85803635163	287.7503	7.014449
47457.858221521936	279.54706	6.9497466
47457.85840669225	305.21335	7.0983176
47457.858591862554	293.33066	7.0484743
47457.858777033325	295.6946	7.015683
47457.85896220363	297.5511	7.0765862
47457.859147373936	300.98096	7.1005025
47457.85933254425	299.10486	7.0653205
47457.859517714554	293.82333	7.0163183
47457.85970288486	291.25824	7.0371876
47457.859888055165	298.2617	6.990782
47457.86007322594	290.64212	7.0214505
47457.86025839625	295.346	7.011951
47457.860443566555	299.16513	7.094422
47457.86062873686	302.64462	7.089831
47457.860813907166	286.82086	6.9470506
47457.86099907747	293.4204	7.025366
47457.86118424824	278.52765	7.013934
47457.861369418555	298.9859	7.0132556
47457.86155458886	297.71408	7.054568
47457.861739759166	300.71033	7.056094
47457.86192492947	294.7752	7.037484
47457.86211009978	275.83914	6.939147
47457.86229527008	297.55637	7.069708
47457.86248044086	291.12976	6.9924173
47457.86266561117	283.5325	6.934131
47457.86729487068	283.16956	6.9730153
47457.867480040986	303.70673	7.0651617
47457.86766521129	292.27756	6.946661
