TIME	RATE	ERROR
51498.51738	2.6	0.5099
51498.51749	2.2	0.46904
51498.57084	2.0	0.44721
51498.57096	2.0	0.44721
51498.57108	2.3	0.47958
51498.57119	2.0	0.44721
51498.57131	2.4	0.4899
51498.57142	2.0	0.44721
51498.57154	2.4	0.4899
51498.57165	1.6	0.4
51498.57177	2.0	0.44721
51498.57189	1.7	0.41231
51498.572	2.7	0.51962
51498.57212	0.9	0.3
51498.57223	2.0	0.44721
51498.57235	2.0	0.44721
51498.57246	1.3	0.36056
51498.57258	2.0	0.44721
51498.5727	2.0	0.44721
51498.57281	1.7	0.41231
51498.57293	2.2	0.46904
51498.57304	1.5	0.3873
51498.57316	1.6	0.4
51498.57327	1.8	0.42426
51498.57339	1.7	0.41231
51498.57351	1.9	0.43589
51498.57362	2.2	0.46904
51498.57374	2.2	0.46904
51498.57385	2.1	0.45826
51498.57397	2.0	0.44721
51498.57408	1.7	0.41231
51498.5742	2.0	0.44721
51498.57432	2.0	0.44721
51498.57443	2.3	0.47958
51498.57455	2.1	0.45826
51498.57466	2.1	0.45826
51498.57478	2.1	0.45826
51498.57489	1.7	0.41231
51498.57501	2.1	0.45826
51498.57513	2.0	0.44721
51498.57524	2.1	0.45826
51498.57536	2.0	0.44721
51498.57547	2.0	0.44721
51498.57559	2.7	0.51962
51498.5757	2.1	0.45826
51498.57582	1.6	0.4
51498.57594	1.5	0.3873
51498.57605	2.0	0.44721
51498.57617	1.9	0.43589
51498.57628	2.6	0.5099
51498.5764	1.6	0.4
51498.57651	1.9	0.43589
51498.57663	2.5	0.5
51498.57675	2.4	0.4899
51498.57686	1.5	0.3873
51498.57698	2.0	0.44721
51498.57709	1.3	0.36056
51498.57721	2.0	0.44721
51498.57732	2.4	0.4899
51498.57744	2.2	0.46904
51498.57756	1.5	0.3873
51498.57767	1.6	0.4
51498.57779	2.2	0.46904
51498.5779	2.1	0.45826
51498.57802	1.5	0.3873
51498.57813	1.8	0.42426
51498.57825	1.4	0.37417
51498.57837	2.4	0.4899
51498.57848	1.5	0.3873
51498.5786	1.8	0.42426
51498.57871	1.2	0.34641
51498.57883	2.4	0.4899
51498.57894	1.5	0.3873
51498.57906	2.0	0.44721
51498.57918	0.8	0.28284
51498.57929	1.7	0.41231
51498.57941	2.7	0.51962
51498.57952	2.4	0.4899
51498.57964	1.5	0.3873
51498.57976	2.0	0.44721
51498.57987	2.4	0.4899
51498.57999	2.3	0.47958
51498.5801	2.0	0.44721
51498.58022	2.0	0.44721
51498.58033	1.9	0.43589
51498.58045	1.9	0.43589
51498.58057	1.5	0.3873
51498.58068	1.1	0.33166
51498.5808	1.7	0.41231
51498.58091	3.1	0.55678
