TIME	RATE	ERROR
51498.08824	4.0	2.0
51498.08825	3.0	1.73205
51498.08826	2.0	1.41421
51498.08827	1.0	1.0
51498.08828	5.0	2.23607
51498.08829	1.0	1.0
51498.08831	2.0	1.41421
51498.08832	5.0	2.23607
51498.08833	3.0	1.73205
51498.08834	11.0	3.31662
51498.08835	3.0	1.73205
51498.08836	3.0	1.73205
51498.08838	5.0	2.23607
51498.08839	4.0	2.0
51498.0884	7.0	2.64575
51498.08841	3.0	1.73205
51498.08842	5.0	2.23607
51498.08843	4.0	2.0
51498.08845	8.0	2.82843
51498.08846	2.0	1.41421
51498.08847	5.0	2.23607
51498.08848	4.0	2.0
51498.08849	5.0	2.23607
51498.0885	5.0	2.23607
51498.08851	1.0	1.0
51498.08853	5.0	2.23607
51498.08854	2.0	1.41421
51498.08855	5.0	2.23607
51498.08856	2.0	1.41421
51498.08857	5.0	2.23607
51498.08858	4.0	2.0
51498.0886	5.0	2.23607
51498.08861	1.0	1.0
51498.08862	5.0	2.23607
51498.08863	5.0	2.23607
51498.08864	2.0	1.41421
51498.08865	3.0	1.73205
51498.08867	4.0	2.0
51498.08868	2.0	1.41421
51498.08869	4.0	2.0
51498.0887	5.0	2.23607
51498.08871	4.0	2.0
51498.08872	5.0	2.23607
51498.08873	6.0	2.44949
51498.08875	5.0	2.23607
51498.08876	6.0	2.44949
51498.08877	7.0	2.64575
51498.08878	6.0	2.44949
51498.08879	3.0	1.73205
51498.0888	2.0	1.41421
51498.08882	4.0	2.0
51498.08883	4.0	2.0
51498.08884	6.0	2.44949
51498.08885	7.0	2.64575
51498.08886	5.0	2.23607
51498.08887	2.0	1.41421
51498.08889	3.0	1.73205
51498.0889	6.0	2.44949
51498.08891	6.0	2.44949
51498.08892	9.0	3.0
51498.08893	2.0	1.41421
51498.08894	5.0	2.23607
51498.08895	5.0	2.23607
51498.08897	4.0	2.0
51498.08898	5.0	2.23607
51498.08899	4.0	2.0
51498.089	5.0	2.23607
51498.08901	3.0	1.73205
51498.08902	4.0	2.0
51498.08904	5.0	2.23607
51498.08905	5.0	2.23607
51498.08906	3.0	1.73205
51498.08907	3.0	1.73205
51498.08908	4.0	2.0
51498.08909	2.0	1.41421
51498.08911	7.0	2.64575
51498.08912	4.0	2.0
51498.08913	6.0	2.44949
51498.08914	4.0	2.0
51498.08915	5.0	2.23607
51498.08916	4.0	2.0
51498.08917	3.0	1.73205
51498.08919	6.0	2.44949
51498.0892	3.0	1.73205
51498.08921	6.0	2.44949
51498.08922	4.0	2.0
51498.08923	5.0	2.23607
51498.08924	4.0	2.0
51498.08926	5.0	2.23607
51498.08927	5.0	2.23607
51498.08928	5.0	2.23607
51498.08929	6.0	2.44949
51498.0893	5.0	2.23607
51498.08931	5.0	2.23607
51498.08932	8.0	2.82843
51498.08934	2.0	1.41421
51498.08935	6.0	2.44949
51498.08936	5.0	2.23607
51498.08937	7.0	2.64575
51498.08938	6.0	2.44949
51498.08939	2.0	1.41421
51498.08941	2.0	1.41421
51498.08942	5.0	2.23607
51498.08943	6.0	2.44949
51498.08944	2.0	1.41421
51498.08945	5.0	2.23607
51498.08946	3.0	1.73205
51498.08948	5.0	2.23607
51498.08949	3.0	1.73205
51498.0895	3.0	1.73205
51498.08951	4.0	2.0
51498.08952	6.0	2.44949
51498.08953	7.0	2.64575
51498.08954	1.0	1.0
51498.08956	3.0	1.73205
51498.08957	1.0	1.0
51498.08958	4.0	2.0
51498.08959	7.0	2.64575
51498.0896	9.0	3.0
51498.08961	6.0	2.44949
51498.08963	6.0	2.44949
51498.08964	2.0	1.41421
51498.08965	3.0	1.73205
51498.08966	5.0	2.23607
51498.08967	5.0	2.23607
51498.08968	6.0	2.44949
51498.0897	5.0	2.23607
51498.08971	5.0	2.23607
51498.08973	7.0	2.64575
51498.08974	1.0	1.0
51498.08975	2.0	1.41421
51498.08976	4.0	2.0
51498.08978	7.0	2.64575
51498.0898	6.0	2.44949
51498.08981	2.0	1.41421
51498.08982	6.0	2.44949
51498.08983	4.0	2.0
51498.08985	2.0	1.41421
51498.08986	3.0	1.73205
51498.08987	4.0	2.0
51498.08988	6.0	2.44949
51498.08989	5.0	2.23607
51498.0899	4.0	2.0
51498.08992	3.0	1.73205
51498.08993	2.0	1.41421
51498.08994	4.0	2.0
51498.08995	4.0	2.0
51498.08996	4.0	2.0
51498.08997	4.0	2.0
51498.08998	10.0	3.16228
51498.09	3.0	1.73205
51498.09001	5.0	2.23607
51498.09002	5.0	2.23607
51498.09003	3.0	1.73205
51498.09004	4.0	2.0
51498.09005	3.0	1.73205
51498.09007	3.0	1.73205
51498.09008	2.0	1.41421
51498.09009	8.0	2.82843
51498.0901	4.0	2.0
51498.09011	4.0	2.0
51498.09012	4.0	2.0
51498.09014	5.0	2.23607
51498.09015	6.0	2.44949
51498.09016	7.0	2.64575
51498.09017	3.0	1.73205
51498.09018	8.0	2.82843
51498.09019	6.0	2.44949
51498.0902	5.0	2.23607
51498.09022	6.0	2.44949
51498.09023	3.0	1.73205
51498.09024	5.0	2.23607
51498.09025	6.0	2.44949
51498.09026	5.0	2.23607
51498.09027	6.0	2.44949
51498.09029	7.0	2.64575
51498.0903	2.0	1.41421
51498.09031	7.0	2.64575
51498.09032	3.0	1.73205
51498.09033	6.0	2.44949
51498.09034	4.0	2.0
51498.09035	8.0	2.82843
51498.09037	6.0	2.44949
51498.09038	7.0	2.64575
51498.09039	4.0	2.0
51498.0904	5.0	2.23607
51498.09041	6.0	2.44949
51498.09044	5.0	2.23607
51498.09045	4.0	2.0
51498.09046	2.0	1.41421
51498.09047	3.0	1.73205
51498.09048	4.0	2.0
51498.09049	2.0	1.41421
51498.09051	5.0	2.23607
51498.09052	2.0	1.41421
51498.09053	6.0	2.44949
51498.09054	10.0	3.16228
51498.09055	5.0	2.23607
51498.09056	5.0	2.23607
51498.09057	5.0	2.23607
51498.09059	2.0	1.41421
51498.0906	6.0	2.44949
51498.09061	8.0	2.82843
51498.09062	5.0	2.23607
51498.09063	4.0	2.0
51498.09064	5.0	2.23607
51498.09066	2.0	1.41421
51498.09067	7.0	2.64575
51498.09068	5.0	2.23607
51498.09069	5.0	2.23607
51498.0907	3.0	1.73205
51498.09071	4.0	2.0
51498.09073	3.0	1.73205
51498.09074	3.0	1.73205
51498.09075	7.0	2.64575
51498.09076	2.0	1.41421
51498.09077	4.0	2.0
51498.09078	2.0	1.41421
51498.09079	4.0	2.0
51498.09081	2.0	1.41421
51498.09082	4.0	2.0
51498.09083	5.0	2.23607
51498.09084	4.0	2.0
51498.09085	7.0	2.64575
51498.09086	3.0	1.73205
51498.09089	5.0	2.23607
51498.0909	3.0	1.73205
51498.09091	6.0	2.44949
51498.09092	5.0	2.23607
51498.09093	3.0	1.73205
51498.09095	4.0	2.0
51498.09096	7.0	2.64575
51498.09097	8.0	2.82843
51498.09098	6.0	2.44949
51498.09099	8.0	2.82843
51498.091	4.0	2.0
51498.09101	1.0	1.0
51498.09103	5.0	2.23607
51498.09104	4.0	2.0
51498.09105	4.0	2.0
51498.09106	4.0	2.0
51498.09107	4.0	2.0
51498.09108	5.0	2.23607
51498.0911	4.0	2.0
51498.09111	4.0	2.0
51498.09112	2.0	1.41421
51498.09113	2.0	1.41421
51498.09114	6.0	2.44949
51498.09115	1.0	1.0
51498.09117	1.0	1.0
51498.09118	3.0	1.73205
51498.09119	3.0	1.73205
51498.0912	3.0	1.73205
51498.09121	1.0	1.0
51498.09122	3.0	1.73205
51498.09123	5.0	2.23607
51498.09125	2.0	1.41421
51498.09126	5.0	2.23607
51498.09127	2.0	1.41421
51498.09128	4.0	2.0
51498.09129	4.0	2.0
51498.0913	4.0	2.0
51498.09133	9.0	3.0
51498.09134	4.0	2.0
51498.09135	3.0	1.73205
51498.09136	2.0	1.41421
51498.09137	4.0	2.0
51498.09138	2.0	1.41421
51498.0914	6.0	2.44949
51498.09141	10.0	3.16228
51498.09142	5.0	2.23607
51498.09143	1.0	1.0
51498.09144	3.0	1.73205
51498.09145	3.0	1.73205
51498.09147	3.0	1.73205
51498.09148	3.0	1.73205
51498.09149	6.0	2.44949
51498.0915	4.0	2.0
51498.09151	4.0	2.0
51498.09152	5.0	2.23607
51498.09154	4.0	2.0
51498.09155	7.0	2.64575
51498.09156	2.0	1.41421
51498.09158	3.0	1.73205
51498.09159	5.0	2.23607
51498.0916	3.0	1.73205
51498.09162	3.0	1.73205
51498.09163	3.0	1.73205
51498.09164	2.0	1.41421
51498.09165	6.0	2.44949
51498.09166	7.0	2.64575
51498.09167	2.0	1.41421
51498.09169	2.0	1.41421
51498.0917	4.0	2.0
51498.09171	1.0	1.0
51498.09172	7.0	2.64575
51498.09173	4.0	2.0
51498.09174	6.0	2.44949
51498.09176	5.0	2.23607
51498.09177	2.0	1.41421
51498.09178	5.0	2.23607
51498.09179	3.0	1.73205
51498.0918	6.0	2.44949
51498.09181	2.0	1.41421
51498.09182	6.0	2.44949
51498.09184	6.0	2.44949
51498.09185	3.0	1.73205
51498.09186	7.0	2.64575
51498.09187	2.0	1.41421
51498.09188	13.0	3.60555
51498.09189	5.0	2.23607
51498.09191	3.0	1.73205
51498.09192	6.0	2.44949
51498.09193	3.0	1.73205
51498.09194	1.0	1.0
51498.09196	8.0	2.82843
51498.09198	3.0	1.73205
51498.09199	4.0	2.0
51498.092	3.0	1.73205
51498.09201	4.0	2.0
51498.09202	6.0	2.44949
51498.09203	3.0	1.73205
51498.09204	4.0	2.0
51498.09206	3.0	1.73205
51498.09207	3.0	1.73205
51498.09208	3.0	1.73205
51498.09209	6.0	2.44949
51498.0921	4.0	2.0
51498.09211	4.0	2.0
51498.09213	1.0	1.0
51498.09214	6.0	2.44949
51498.09215	3.0	1.73205
51498.09216	4.0	2.0
51498.09217	8.0	2.82843
51498.09218	6.0	2.44949
51498.0922	3.0	1.73205
51498.09221	7.0	2.64575
51498.09222	2.0	1.41421
51498.09223	2.0	1.41421
51498.09224	6.0	2.44949
51498.09225	8.0	2.82843
51498.09226	5.0	2.23607
51498.09228	5.0	2.23607
51498.09229	2.0	1.41421
51498.0923	2.0	1.41421
51498.09231	2.0	1.41421
51498.09232	4.0	2.0
51498.09233	1.0	1.0
51498.09235	4.0	2.0
51498.09236	7.0	2.64575
51498.09237	7.0	2.64575
51498.09238	4.0	2.0
51498.09239	2.0	1.41421
51498.0924	5.0	2.23607
51498.09241	4.0	2.0
51498.09243	5.0	2.23607
51498.09244	7.0	2.64575
51498.09245	4.0	2.0
51498.09246	5.0	2.23607
51498.09247	6.0	2.44949
51498.09248	1.0	1.0
51498.0925	1.0	1.0
51498.09251	2.0	1.41421
51498.09252	3.0	1.73205
51498.09253	6.0	2.44949
51498.09254	5.0	2.23607
51498.09255	7.0	2.64575
51498.09257	2.0	1.41421
51498.09258	5.0	2.23607
51498.09259	4.0	2.0
51498.0926	3.0	1.73205
51498.09261	7.0	2.64575
51498.09262	6.0	2.44949
51498.09263	6.0	2.44949
51498.09265	6.0	2.44949
51498.09266	3.0	1.73205
51498.09267	5.0	2.23607
51498.09268	6.0	2.44949
51498.09269	1.0	1.0
51498.0927	3.0	1.73205
51498.09273	3.0	1.73205
51498.09274	8.0	2.82843
51498.09275	3.0	1.73205
51498.09276	2.0	1.41421
51498.09277	6.0	2.44949
51498.09279	7.0	2.64575
51498.09281	5.0	2.23607
51498.09282	3.0	1.73205
51498.09283	5.0	2.23607
51498.09284	2.0	1.41421
51498.09285	4.0	2.0
51498.09287	3.0	1.73205
51498.09288	1.0	1.0
51498.09289	7.0	2.64575
51498.0929	4.0	2.0
51498.09291	2.0	1.41421
51498.09292	6.0	2.44949
51498.09294	1.0	1.0
51498.09295	4.0	2.0
51498.09296	4.0	2.0
51498.09297	4.0	2.0
51498.09298	8.0	2.82843
51498.09299	7.0	2.64575
51498.09301	5.0	2.23607
51498.09302	2.0	1.41421
51498.09303	6.0	2.44949
51498.09304	3.0	1.73205
51498.09305	7.0	2.64575
51498.09306	3.0	1.73205
51498.09307	2.0	1.41421
51498.09309	6.0	2.44949
51498.0931	2.0	1.41421
51498.09311	4.0	2.0
51498.09312	8.0	2.82843
51498.09313	4.0	2.0
51498.09314	4.0	2.0
51498.09316	4.0	2.0
51498.09317	5.0	2.23607
51498.09318	1.0	1.0
51498.09319	3.0	1.73205
51498.0932	6.0	2.44949
51498.09321	6.0	2.44949
51498.09323	5.0	2.23607
51498.09324	3.0	1.73205
51498.09325	2.0	1.41421
51498.09326	6.0	2.44949
51498.09327	7.0	2.64575
51498.09328	5.0	2.23607
51498.09329	5.0	2.23607
51498.09331	4.0	2.0
51498.09332	1.0	1.0
51498.09333	4.0	2.0
51498.09334	5.0	2.23607
51498.09335	5.0	2.23607
51498.09336	5.0	2.23607
51498.09338	4.0	2.0
51498.09339	1.0	1.0
51498.0934	9.0	3.0
51498.09341	1.0	1.0
51498.09342	3.0	1.73205
51498.09343	3.0	1.73205
51498.09344	1.0	1.0
51498.09346	3.0	1.73205
51498.09347	1.0	1.0
51498.09348	3.0	1.73205
51498.09349	6.0	2.44949
51498.0935	2.0	1.41421
51498.09351	3.0	1.73205
51498.09353	4.0	2.0
51498.09354	5.0	2.23607
51498.09355	2.0	1.41421
51498.09356	1.0	1.0
51498.09357	2.0	1.41421
51498.09358	2.0	1.41421
51498.0936	5.0	2.23607
51498.09361	3.0	1.73205
51498.09362	2.0	1.41421
51498.09363	5.0	2.23607
51498.09364	2.0	1.41421
51498.09365	5.0	2.23607
51498.09366	3.0	1.73205
51498.09368	6.0	2.44949
51498.09369	5.0	2.23607
51498.0937	7.0	2.64575
51498.09371	2.0	1.41421
51498.09372	4.0	2.0
51498.09373	3.0	1.73205
51498.09375	8.0	2.82843
51498.09376	6.0	2.44949
51498.09377	3.0	1.73205
51498.09379	6.0	2.44949
51498.0938	1.0	1.0
51498.09382	3.0	1.73205
51498.09383	1.0	1.0
51498.09384	4.0	2.0
51498.09385	2.0	1.41421
51498.09386	2.0	1.41421
51498.09387	6.0	2.44949
51498.09388	1.0	1.0
51498.0939	5.0	2.23607
51498.09391	3.0	1.73205
51498.09392	2.0	1.41421
51498.09393	3.0	1.73205
51498.09394	5.0	2.23607
51498.09395	6.0	2.44949
51498.09397	3.0	1.73205
51498.09398	4.0	2.0
51498.09399	4.0	2.0
51498.094	9.0	3.0
51498.09401	1.0	1.0
51498.09402	3.0	1.73205
51498.09404	3.0	1.73205
51498.09405	4.0	2.0
51498.09406	2.0	1.41421
51498.09407	4.0	2.0
51498.09408	3.0	1.73205
51498.09409	2.0	1.41421
51498.0941	3.0	1.73205
51498.09412	1.0	1.0
51498.09413	2.0	1.41421
51498.09414	3.0	1.73205
51498.09416	3.0	1.73205
51498.09417	6.0	2.44949
51498.09419	4.0	2.0
51498.0942	2.0	1.41421
51498.09421	2.0	1.41421
51498.09422	4.0	2.0
51498.09423	2.0	1.41421
51498.09424	6.0	2.44949
51498.09426	5.0	2.23607
51498.09427	9.0	3.0
51498.09428	6.0	2.44949
51498.09429	4.0	2.0
51498.0943	5.0	2.23607
51498.09431	5.0	2.23607
51498.09432	2.0	1.41421
51498.09434	5.0	2.23607
51498.09435	5.0	2.23607
51498.09436	3.0	1.73205
51498.09437	2.0	1.41421
51498.09438	5.0	2.23607
51498.09441	1.0	1.0
51498.09442	1.0	1.0
51498.09443	3.0	1.73205
51498.09444	3.0	1.73205
51498.09445	2.0	1.41421
51498.09446	5.0	2.23607
51498.09447	2.0	1.41421
51498.09449	9.0	3.0
51498.0945	3.0	1.73205
51498.09451	4.0	2.0
51498.09452	5.0	2.23607
51498.09453	4.0	2.0
51498.09454	5.0	2.23607
51498.09456	4.0	2.0
51498.09457	6.0	2.44949
51498.09458	2.0	1.41421
51498.09459	5.0	2.23607
51498.0946	7.0	2.64575
51498.09461	6.0	2.44949
51498.09463	4.0	2.0
51498.09464	4.0	2.0
51498.09465	4.0	2.0
51498.09466	5.0	2.23607
51498.09467	4.0	2.0
51498.09468	4.0	2.0
51498.09469	2.0	1.41421
51498.09471	3.0	1.73205
51498.09472	5.0	2.23607
51498.09473	2.0	1.41421
51498.09474	3.0	1.73205
51498.09475	5.0	2.23607
51498.09476	6.0	2.44949
