TIME	RATE	ERROR
45881.18141	0.23641	0.3079
45881.18155	0.30444	0.30444
45881.1816	1.25809	0.62904
45881.18164	0.91417	0.5278
45881.18169	0.31192	0.31192
45881.18174	0.30353	0.30353
45881.18183	0.90531	0.52268
45881.18187	0.30453	0.30453
45881.18215	0.62012	0.43849
45881.18234	0.63138	0.44645
45881.18238	0.3022	0.3022
45881.18243	0.32046	0.32046
45881.18248	0.60772	0.42972
45881.18257	0.30082	0.30082
45881.18262	0.31302	0.31302
45881.18266	0.30825	0.30825
45881.18271	0.30158	0.30158
45881.1828	0.63415	0.44841
45881.18285	0.62855	0.44445
45881.18299	-0.06829	0.06829
45881.18303	0.30822	0.30822
45881.18308	0.62985	0.44537
45881.18317	0.60565	0.42826
45881.18331	0.31478	0.31478
45881.18336	0.603	0.42639
45881.1834	0.60045	0.42458
45881.18345	0.33737	0.33737
45881.18349	0.90361	0.5217
45881.18354	0.23652	0.30804
45881.18359	0.3021	0.3021
45881.18377	0.60236	0.42593
45881.18405	0.30243	0.30243
45881.1841	0.62478	0.44179
45881.18414	0.30247	0.30247
45881.18428	0.62461	0.44167
45881.18433	0.60459	0.42751
45881.18437	0.24557	0.31983
45881.18442	0.30541	0.30541
45881.18447	-0.06536	0.06536
45881.18451	0.30653	0.30653
45881.18456	0.31285	0.31285
45881.18461	0.35852	0.35852
45881.1847	0.68921	0.48735
45881.18484	-0.07417	0.07417
45881.18493	0.63711	0.45051
45881.18507	0.30515	0.30515
45881.18521	0.93247	0.53836
45881.18525	0.26547	0.34575
45881.1853	0.39254	0.39254
45881.18535	0.63746	0.45075
45881.18544	0.31012	0.31012
45881.18558	0.31	0.31
45881.18576	0.30977	0.30977
45881.1859	1.20949	0.60475
45881.18599	0.31331	0.31331
45881.18604	0.90604	0.5231
45881.18609	0.61102	0.43206
45881.18613	0.24691	0.32157
45881.18618	0.60365	0.42685
45881.18627	0.23638	0.30786
45881.18632	0.30715	0.30715
45881.18641	0.61378	0.434
45881.18646	0.64469	0.45587
45881.1865	1.04579	0.60379
45881.1866	0.24989	0.32545
45881.18664	0.64847	0.45853
45881.18674	0.76202	0.53883
45881.18687	-0.0835	0.0835
45881.18701	0.40003	0.40003
45881.18711	1.0355	0.59785
45881.1872	0.32365	0.32365
45881.18724	0.30336	0.30336
45881.18729	0.32217	0.32217
45881.18738	0.91616	0.52895
45881.18743	0.62155	0.43951
45881.18748	0.97075	0.56046
45881.18762	0.92058	0.5315
45881.18771	0.32404	0.32404
45881.18775	0.31136	0.31136
45881.1878	0.32917	0.32917
45881.18785	0.70296	0.49707
45881.18799	0.65229	0.46124
45881.18812	0.3023	0.3023
45881.18831	0.32389	0.32389
45881.18836	0.2511	0.32704
45881.18845	0.32875	0.32875
45881.18859	0.65526	0.46334
45881.18868	0.3025	0.3025
45881.18873	0.25592	0.33331
45881.18882	-0.07633	0.07633
45881.18891	0.75336	0.53271
45881.189	0.3764	0.3764
45881.18905	0.73079	0.51675
45881.1891	0.75496	0.53384
45881.18933	0.689	0.689
45881.18942	-0.10257	0.10257
45881.18961	0.59747	0.59747
45881.18975	0.42417	0.42417
45881.18979	0.47115	0.47115
45881.18993	0.38888	0.38888
45881.18998	0.40511	0.40511
45881.19012	0.30265	0.39417
45881.19016	0.46542	0.46542
45881.19039	0.35504	0.35504
45881.19044	0.4301	0.4301
45881.19067	0.9687	0.68497
45881.19076	0.46122	0.46122
45881.19086	0.38456	0.38456
45881.19104	0.47498	0.47498
45881.19118	0.44485	0.44485
45881.19123	-0.09523	0.09523
45881.19127	0.42843	0.42843
45881.19132	0.34215	0.34215
45881.19146	0.32964	0.32964
45881.1915	0.69742	0.49315
45881.19155	0.38735	0.38735
45881.19164	0.24724	0.45281
45881.19169	1.24425	0.71837
45881.19174	0.45919	0.45919
45881.19178	0.48941	0.48941
45881.19183	0.53232	0.53232
45881.19187	0.5496	0.5496
45881.19201	1.01655	0.81447
45881.19211	0.59171	0.59171
45881.19215	0.45634	0.59433
45881.1922	0.50177	0.65351
45881.19238	0.55654	0.55654
45881.19248	-0.14772	0.14772
45881.19257	0.52665	0.52665
45881.19289	1.06637	0.75404
45881.19294	0.63874	0.63874
45881.19299	0.58124	0.58124
45881.19345	-0.12444	0.12444
45881.19354	0.53895	0.53895
45881.19363	0.51728	0.51728
45881.19373	0.77306	0.61938
45881.19377	0.90632	0.64087
45881.19382	0.40177	0.40177
45881.19391	0.34207	0.34207
45881.194	-0.08882	0.08882
45881.1941	0.76935	0.54401
45881.19419	0.32399	0.32399
45881.19424	0.64747	0.45783
45881.19438	1.00119	0.62736
45881.19442	0.45987	0.45987
45881.19447	0.40969	0.40969
45881.19451	0.46522	0.46522
45881.19461	0.23958	0.43879
45881.1947	0.38383	0.38383
45881.19475	-0.08009	0.08009
45881.19488	0.38119	0.38119
45881.19493	0.68798	0.63359
45881.19498	0.40573	0.40573
45881.19502	0.4435	0.4435
45881.19507	0.92011	0.65061
45881.19512	0.32581	0.42433
45881.19525	0.48974	0.48974
45881.1953	0.35752	0.46563
45881.19535	0.43926	0.43926
45881.19539	0.95493	0.67524
45881.19549	0.5027	0.5027
45881.19553	0.32235	0.41982
45881.19558	-0.10417	0.10417
45881.19563	0.52511	0.52511
45881.19572	0.50228	0.50228
