Time	Count	Error
120886100.79799	16.0	4.0
120886101.79799	11.0	3.31662
120886102.79799	16.0	4.0
120886103.79799	11.0	3.31662
120886104.79799	10.0	3.16228
120886105.79799	15.0	3.87298
120886106.79799	11.0	3.31662
120886107.79799	14.0	3.74166
120886108.79799	12.0	3.4641
120886109.79799	8.0	2.82843
120886110.79799	11.0	3.31662
120886111.79799	12.0	3.4641
120886112.79799	16.0	4.0
120886113.79799	13.0	3.60555
120886114.79799	7.0	2.64575
120886115.79799	16.0	4.0
120886116.79799	15.0	3.87298
120886117.79799	7.0	2.64575
120886118.79799	14.0	3.74166
120886119.79799	11.0	3.31662
120886120.79799	10.0	3.16228
120886121.79799	14.0	3.74166
120886122.79799	15.0	3.87298
120886123.79799	13.0	3.60555
120886124.79799	5.0	2.23607
120886125.79799	12.0	3.4641
120886126.79799	11.0	3.31662
120886127.79799	13.0	3.60555
120886128.79799	9.0	3.0
120886129.79799	17.0	4.12311
120886130.79799	7.0	2.64575
120886131.79799	21.0	4.58258
120886132.79799	6.0	2.44949
120886133.79799	17.0	4.12311
120886134.79799	5.0	2.23607
120886135.79799	10.0	3.16228
120886136.79799	17.0	4.12311
120886137.79799	9.0	3.0
120886138.79799	13.0	3.60555
120886139.79799	10.0	3.16228
120886140.79799	12.0	3.4641
120886141.79799	10.0	3.16228
120886142.79799	13.0	3.60555
120886143.79799	9.0	3.0
120886144.79799	15.0	3.87298
120886145.79799	11.0	3.31662
120886146.79799	15.0	3.87298
120886147.79799	15.0	3.87298
120886148.79799	12.0	3.4641
120886149.79799	15.0	3.87298
120886150.79799	17.0	4.12311
120886151.79799	19.0	4.3589
120886152.79799	17.0	4.12311
120886153.79799	8.0	2.82843
120886154.79799	10.0	3.16228
120886155.79799	11.0	3.31662
120886156.79799	15.0	3.87298
120886157.79799	9.0	3.0
120886158.79799	16.0	4.0
120886159.79799	4.0	2.0
120886160.79799	12.0	3.4641
120886161.79799	12.0	3.4641
120886162.79799	18.0	4.24264
120886163.79799	19.0	4.3589
120886164.79799	12.0	3.4641
120886165.79799	12.0	3.4641
120886166.79799	7.0	2.64575
120886167.79799	21.0	4.58258
120886168.79799	7.0	2.64575
120886169.79799	13.0	3.60555
120886170.79799	16.0	4.0
120886171.79799	18.0	4.24264
120886172.79799	13.0	3.60555
120886173.79799	16.0	4.0
120886174.79799	7.0	2.64575
120886175.79799	7.0	2.64575
120886176.79799	9.0	3.0
120886177.79799	15.0	3.87298
120886178.79799	5.0	2.23607
120886179.79799	11.0	3.31662
120886180.79799	15.0	3.87298
120886181.79799	13.0	3.60555
120886182.79799	13.0	3.60555
120886183.79799	11.0	3.31662
120886184.79799	17.0	4.12311
120886185.79799	10.0	3.16228
120886186.79799	17.0	4.12311
120886187.79799	11.0	3.31662
120886188.79799	17.0	4.12311
120886189.79799	6.0	2.44949
120886190.79799	16.0	4.0
