50179.511029 1.045 0.179 0.389 0.094 0.286 0.086 0.305 0.118
50180.478922 0.916 0.198 0.247 0.102 0.387 0.096 0.173 0.134
50181.593725 0.609 0.244 0.360 0.133 0.161 0.112 0.070 0.164
50184.064299 0.533 0.565 0.257 0.293 0.416 0.293 0.063 0.389
50185.813706 -0.089 0.506 -0.531 0.287 0.541 0.252 -0.207 0.323
50186.843854 1.392 0.413 0.473 0.213 0.432 0.203 0.323 0.282
50187.795998 1.169 0.344 0.342 0.184 0.387 0.170 0.433 0.226
50189.766169 0.909 0.347 0.101 0.192 0.054 0.163 0.608 0.229
50190.716802 0.642 0.348 0.001 0.179 0.025 0.165 0.517 0.240
50191.457664 1.755 0.379 0.256 0.202 0.531 0.184 0.790 0.253
50192.273098 0.500 0.398 -0.155 0.209 -0.154 0.194 0.623 0.264
50193.516313 0.973 0.315 0.335 0.172 0.290 0.153 0.219 0.205
50194.591245 0.734 0.250 0.375 0.134 0.172 0.119 0.198 0.167
50195.278282 -0.030 0.446 0.078 0.250 -0.142 0.218 -0.114 0.289
50196.982929 2.505 1.352 1.822 1.059 -0.076 0.597 1.206 0.736
50197.214212 0.812 0.160 0.360 0.089 0.195 0.075 0.254 0.106
50199.528970 1.159 0.391 0.792 0.226 0.183 0.189 0.072 0.251
50200.742188 1.398 0.521 0.828 0.268 0.434 0.253 0.019 0.351
50201.524132 1.319 0.434 0.277 0.251 -0.017 0.204 0.837 0.274
50202.702908 0.772 0.411 0.383 0.218 -0.019 0.198 0.262 0.277
50203.571473 1.082 0.329 0.279 0.171 0.614 0.156 0.216 0.221
50204.766817 1.061 0.321 0.037 0.189 0.307 0.151 0.508 0.203
50205.713329 0.880 0.491 -0.066 0.278 0.866 0.240 -0.045 0.315
50206.406910 0.311 0.310 0.184 0.161 0.281 0.147 -0.116 0.209
50207.604163 0.965 0.264 0.299 0.139 0.244 0.126 0.449 0.175
50208.291135 1.282 0.265 0.294 0.143 0.356 0.127 0.614 0.175
50209.394674 0.542 0.445 0.007 0.250 -0.088 0.209 0.492 0.286
50210.633113 0.892 0.144 0.204 0.078 0.353 0.069 0.305 0.096
50211.375927 0.961 0.182 0.245 0.097 0.292 0.087 0.381 0.123
50212.499035 0.710 0.135 0.161 0.072 0.095 0.065 0.368 0.090
50213.482907 0.829 0.152 0.154 0.083 0.330 0.072 0.244 0.101
50214.463039 0.875 0.150 0.265 0.081 0.237 0.072 0.304 0.100
50215.432065 0.696 0.161 0.232 0.086 0.341 0.076 0.169 0.106
50216.514770 0.741 0.176 0.269 0.097 0.158 0.084 0.259 0.115
50217.567622 1.220 0.241 0.126 0.127 0.494 0.117 0.491 0.159
50218.471666 0.997 0.170 0.244 0.093 0.367 0.082 0.282 0.112
50219.364268 0.786 0.175 0.369 0.100 0.089 0.082 0.290 0.111
50220.367689 0.506 0.350 0.022 0.238 0.085 0.160 0.272 0.204
50221.409168 2.526 0.258 0.942 0.152 0.723 0.122 0.792 0.158
50222.437305 1.209 0.252 0.147 0.138 0.442 0.119 0.583 0.164
50223.373558 0.015 0.690 0.564 0.378 0.381 0.345 -0.560 0.449
50224.458591 1.512 0.212 0.656 0.114 0.465 0.100 0.403 0.140
50225.537239 1.069 0.246 0.396 0.127 0.437 0.120 0.164 0.163
50226.568944 1.486 0.179 0.607 0.095 0.547 0.087 0.301 0.117
50227.398767 2.158 0.285 0.543 0.202 0.776 0.137 0.720 0.160
50228.751077 1.223 0.520 0.849 0.271 0.697 0.259 -0.258 0.343
50229.756262 2.365 0.952 0.306 0.519 1.148 0.485 0.989 0.605
50230.809524 1.983 0.327 0.550 0.177 0.448 0.155 0.866 0.216
50231.564848 1.032 0.189 0.290 0.102 0.339 0.092 0.407 0.123
50232.395739 1.655 0.237 0.446 0.133 0.519 0.114 0.596 0.150
50233.458596 2.147 0.198 0.762 0.114 0.652 0.096 0.604 0.123
50234.475813 1.436 0.259 0.402 0.149 0.393 0.124 0.607 0.162
50235.493844 2.139 0.288 0.478 0.177 0.626 0.140 0.903 0.170
50236.542932 1.727 0.252 0.516 0.162 0.462 0.117 0.608 0.149
50237.425259 1.648 0.225 0.642 0.125 0.427 0.107 0.566 0.145
50238.506547 1.439 0.193 0.638 0.108 0.487 0.092 0.334 0.124
50239.499075 0.665 0.335 0.202 0.208 0.071 0.161 0.356 0.196
50240.405036 1.310 0.239 0.363 0.126 0.592 0.117 0.290 0.156
50241.478580 0.852 0.282 0.140 0.156 0.268 0.135 0.390 0.182
50242.365485 0.849 0.293 0.469 0.163 0.015 0.139 0.351 0.187
50243.532630 1.179 0.213 0.353 0.113 0.262 0.102 0.531 0.141
50244.525150 1.183 0.262 0.604 0.142 0.337 0.125 0.247 0.174
50245.618970 1.196 0.174 0.344 0.092 0.464 0.084 0.344 0.116
50246.663484 1.079 0.302 0.543 0.163 0.265 0.144 0.286 0.200
50247.570666 0.931 0.239 0.438 0.126 0.365 0.116 0.152 0.159
50248.567624 1.080 0.247 0.210 0.131 0.435 0.117 0.339 0.164
50249.470039 2.420 0.489 0.788 0.264 0.486 0.234 1.024 0.322
50250.527431 1.392 0.256 0.273 0.142 0.427 0.122 0.589 0.163
50251.606196 1.097 0.254 0.205 0.137 0.531 0.123 0.336 0.166
50252.342720 1.185 0.477 0.055 0.276 0.509 0.223 0.402 0.296
50253.422419 1.535 0.254 0.566 0.148 0.780 0.118 0.182 0.158
50254.600027 1.318 0.240 0.246 0.137 0.553 0.113 0.410 0.148
50255.403034 1.604 0.365 0.471 0.236 0.296 0.155 0.797 0.223
50256.579893 1.566 0.223 0.554 0.121 0.396 0.106 0.611 0.149
50257.521984 1.381 0.256 0.627 0.145 0.442 0.122 0.329 0.164
50258.593891 1.875 0.226 0.721 0.127 0.431 0.107 0.704 0.147
50259.735215 2.036 0.229 0.765 0.125 0.739 0.110 0.566 0.152
50260.566718 2.635 0.206 0.757 0.115 0.745 0.099 0.983 0.133
50261.640206 2.909 0.261 1.115 0.146 0.870 0.125 0.889 0.169
50262.553113 2.515 0.207 1.011 0.117 0.853 0.099 0.690 0.131
50263.554960 2.286 0.169 0.791 0.092 0.852 0.082 0.632 0.111
50264.521000 2.851 0.178 1.143 0.102 0.889 0.086 0.836 0.111
50265.446725 2.512 0.179 1.038 0.098 0.724 0.086 0.790 0.116
50266.462505 2.101 0.220 0.817 0.125 0.618 0.105 0.680 0.137
50267.433292 1.792 0.187 0.835 0.102 0.495 0.089 0.516 0.124
50268.589097 1.732 0.157 0.624 0.085 0.493 0.076 0.551 0.101
50269.558323 1.037 0.161 0.279 0.086 0.310 0.077 0.413 0.106
50270.539978 1.198 0.162 0.252 0.088 0.326 0.078 0.550 0.104
50271.580435 1.621 0.181 0.529 0.097 0.538 0.087 0.503 0.118
50272.527480 1.133 0.162 0.318 0.089 0.301 0.077 0.422 0.104
50273.640170 1.004 0.172 0.227 0.092 0.328 0.082 0.418 0.113
50274.608387 1.722 0.164 0.624 0.090 0.479 0.078 0.651 0.107
50275.521611 1.379 0.170 0.411 0.092 0.367 0.082 0.555 0.111
50276.557039 1.175 0.204 0.296 0.135 0.372 0.095 0.421 0.118
50277.522626 1.614 0.151 0.450 0.086 0.480 0.073 0.601 0.095
50278.468582 1.673 0.162 0.557 0.092 0.554 0.078 0.510 0.101
50279.539986 1.647 0.170 0.617 0.093 0.648 0.083 0.374 0.110
50280.512083 1.204 0.177 0.328 0.100 0.459 0.085 0.396 0.113
50281.556008 1.347 0.186 0.622 0.111 0.422 0.088 0.329 0.114
50282.552076 1.701 0.214 0.670 0.130 0.499 0.101 0.522 0.129
50283.574305 1.225 0.166 0.446 0.094 0.312 0.078 0.449 0.105
50284.493452 1.377 0.244 0.277 0.188 0.525 0.112 0.363 0.132
50285.689439 1.927 0.205 0.538 0.114 0.535 0.098 0.791 0.129
50286.547026 1.930 0.150 0.795 0.085 0.589 0.071 0.582 0.094
50287.596532 1.997 0.171 0.606 0.100 0.569 0.081 0.710 0.104
50288.613866 1.402 0.150 0.454 0.086 0.446 0.071 0.460 0.093
50289.606821 1.143 0.203 0.236 0.130 0.284 0.095 0.433 0.119
50290.484187 1.558 0.185 0.387 0.107 0.620 0.088 0.464 0.114
50291.537295 1.589 0.208 0.490 0.132 0.470 0.099 0.567 0.123
50292.667626 1.529 0.170 0.508 0.093 0.673 0.083 0.327 0.110
50293.604650 1.686 0.323 0.470 0.212 0.388 0.149 0.633 0.185
50294.810047 2.130 0.351 0.563 0.262 0.823 0.166 0.551 0.188
50295.574572 2.003 0.300 0.997 0.222 0.610 0.140 0.573 0.164
50296.726166 2.295 0.218 0.820 0.144 0.728 0.100 0.726 0.126
50297.609772 2.619 0.201 1.022 0.109 0.757 0.097 0.835 0.131
50298.706026 1.672 0.252 0.739 0.164 0.752 0.120 0.211 0.144
50299.666591 1.887 0.263 0.702 0.205 0.629 0.122 0.556 0.144
50300.599687 2.400 0.294 0.971 0.252 0.803 0.135 0.684 0.158
50301.559302 1.825 0.271 0.753 0.170 0.392 0.128 0.713 0.158
50302.648568 1.971 0.250 0.665 0.157 0.595 0.117 0.676 0.153
50303.638432 1.061 0.301 0.445 0.194 0.299 0.138 0.274 0.179
50304.509489 1.661 0.381 0.518 0.230 0.504 0.179 0.597 0.234
50305.595285 1.449 0.249 0.309 0.148 0.637 0.118 0.464 0.150
50306.330160 1.166 0.231 0.532 0.164 0.275 0.105 0.351 0.130
50307.498265 0.908 0.171 0.192 0.112 0.255 0.078 0.384 0.100
50308.336280 0.724 0.196 0.442 0.131 0.063 0.089 0.245 0.113
50309.444359 0.780 0.208 0.131 0.121 0.124 0.096 0.394 0.128
50310.320253 0.677 0.336 -0.354 0.203 0.497 0.159 0.201 0.200
50311.339718 0.792 0.215 0.264 0.130 0.178 0.100 0.249 0.130
50312.216197 1.269 0.224 0.643 0.146 0.443 0.104 0.253 0.129
50313.414789 0.491 0.160 0.202 0.097 0.213 0.075 0.069 0.095
50314.403394 0.698 0.198 0.206 0.127 0.242 0.092 0.171 0.115
50315.414336 0.452 0.148 0.155 0.091 0.162 0.068 0.076 0.088
50316.506763 0.245 0.162 0.102 0.101 0.002 0.076 0.122 0.096
50317.463021 0.659 0.211 0.331 0.141 0.139 0.096 0.186 0.122
50318.557264 -0.013 0.223 0.134 0.142 0.017 0.100 -0.117 0.133
50319.488094 0.768 0.086 0.273 0.052 0.287 0.050 0.153 0.052
50320.461256 0.794 0.110 0.072 0.065 0.291 0.052 0.288 0.066
50321.465823 0.833 0.107 0.184 0.064 0.253 0.050 0.313 0.064
50322.293581 0.815 0.125 0.154 0.075 0.274 0.059 0.280 0.075
50323.382395 0.548 0.194 0.029 0.117 0.047 0.092 0.332 0.117
50324.658556 1.189 0.298 0.425 0.175 0.388 0.142 0.406 0.184
50325.740122 0.560 0.388 0.253 0.231 0.078 0.185 0.295 0.240
50326.537882 0.679 0.271 0.200 0.157 0.142 0.127 0.353 0.171
50327.375150 1.023 1.415 1.009 0.986 0.999 0.729 -0.533 0.733
50328.436039 2.004 0.546 0.663 0.316 0.172 0.259 1.067 0.346
50329.476262 1.634 0.650 -0.119 0.380 0.757 0.292 0.711 0.417
50330.669858 1.019 0.347 0.202 0.208 0.284 0.166 0.424 0.209
50331.485099 0.625 0.226 0.115 0.141 0.094 0.106 0.318 0.134
50332.429005 1.233 0.158 0.455 0.092 0.347 0.074 0.357 0.097
50333.557258 1.163 0.206 0.388 0.125 0.236 0.097 0.421 0.125
50334.411600 1.220 0.289 0.495 0.203 0.260 0.132 0.488 0.163
50335.484852 1.504 0.235 0.273 0.147 0.354 0.109 0.628 0.137
50336.500760 1.222 0.244 0.703 0.144 0.209 0.117 0.297 0.151
50337.574688 1.347 0.300 0.328 0.210 0.489 0.138 0.445 0.167
50338.581165 1.503 0.245 0.688 0.159 0.530 0.115 0.332 0.144
50339.316397 1.308 0.362 0.371 0.222 0.345 0.166 0.511 0.219
50340.535715 0.598 0.332 0.488 0.251 0.072 0.155 0.136 0.190
50341.522488 1.136 0.231 0.532 0.132 0.246 0.111 0.436 0.143
50342.503246 1.484 0.282 0.386 0.171 0.204 0.131 0.711 0.171
50343.490336 0.507 0.334 -0.107 0.225 0.349 0.162 0.181 0.193
50344.438462 0.650 0.294 -0.059 0.176 0.441 0.139 0.081 0.179
50345.326401 1.701 0.315 0.642 0.187 0.535 0.151 0.562 0.192
50346.330002 1.538 0.455 -0.034 0.323 0.567 0.214 0.578 0.253
50347.356504 1.514 0.487 1.135 0.330 0.052 0.229 0.581 0.284
50348.316965 1.662 0.435 0.361 0.249 0.714 0.212 0.618 0.268
50349.749348 0.708 0.615 0.703 0.413 -0.104 0.290 0.173 0.349
50350.580930 0.486 0.326 -0.035 0.274 0.045 0.154 0.368 0.180
50351.517579 0.899 0.275 0.028 0.180 0.143 0.132 0.623 0.166
50352.440108 -0.011 0.424 -0.482 0.295 0.222 0.200 -0.188 0.235
50353.424891 0.118 0.588 -0.368 0.344 0.251 0.287 -0.132 0.362
50354.556854 1.017 0.354 0.275 0.223 0.440 0.157 0.187 0.214
50355.380243 0.016 0.361 0.000 0.208 0.069 0.162 -0.075 0.230
50356.241062 0.916 0.252 0.270 0.149 0.260 0.121 0.456 0.155
50357.419922 0.669 0.324 0.051 0.189 0.070 0.152 0.379 0.201
50358.220150 0.602 0.267 0.206 0.150 0.032 0.127 0.311 0.172
50359.460049 1.062 0.239 0.238 0.142 0.124 0.109 0.611 0.146
50360.377671 0.668 0.245 0.013 0.133 0.101 0.112 0.417 0.159
50361.479533 0.934 0.178 0.199 0.095 0.315 0.083 0.370 0.119
50362.417299 0.768 0.221 0.046 0.131 0.343 0.102 0.280 0.136
50363.541370 0.207 0.378 -0.098 0.262 0.051 0.172 0.174 0.214
50364.594039 0.709 0.229 0.184 0.122 0.311 0.111 0.217 0.151
50365.309119 0.546 0.340 -0.075 0.191 0.285 0.162 0.190 0.213
50367.182558 0.411 0.460 -0.142 0.235 0.214 0.222 0.402 0.306
50368.431586 0.775 0.247 0.189 0.140 0.140 0.114 0.402 0.160
50369.515212 0.635 0.304 0.195 0.176 0.131 0.146 0.347 0.186
50370.573373 1.042 0.208 0.147 0.119 0.491 0.100 0.375 0.127
50371.430412 1.286 0.269 0.586 0.162 0.331 0.129 0.416 0.162
50372.561645 1.470 0.245 0.409 0.160 0.477 0.116 0.413 0.141
50373.483840 1.614 0.165 0.714 0.089 0.482 0.080 0.538 0.107
50374.591697 1.275 0.165 0.569 0.088 0.323 0.080 0.387 0.108
50375.581534 1.398 0.157 0.389 0.083 0.443 0.076 0.534 0.104
50376.581949 1.283 0.142 0.519 0.074 0.424 0.069 0.429 0.094
50377.692944 1.022 0.160 0.419 0.083 0.288 0.079 0.332 0.107
50378.343731 0.608 0.262 0.424 0.157 0.161 0.123 0.007 0.162
50379.511754 1.039 0.171 0.331 0.096 0.457 0.083 0.272 0.108
50380.560960 1.101 0.182 0.374 0.105 0.382 0.086 0.294 0.113
50381.618369 1.226 0.210 0.283 0.127 0.272 0.100 0.600 0.127
50382.389996 0.170 0.349 0.116 0.208 -0.157 0.167 0.217 0.211
50383.480464 0.928 0.196 0.103 0.124 0.473 0.093 0.301 0.116
50384.468455 1.585 0.274 0.404 0.153 0.343 0.130 0.695 0.176
50385.490118 0.969 0.229 0.277 0.137 0.483 0.109 0.188 0.139
50386.516407 0.791 0.338 0.509 0.217 0.239 0.158 0.098 0.198
50387.490928 0.625 0.212 0.127 0.122 0.105 0.101 0.375 0.132
50388.537146 0.944 0.190 0.235 0.102 0.335 0.090 0.281 0.123
50389.566769 1.707 0.201 0.406 0.138 0.567 0.094 0.625 0.115
50390.499628 1.047 0.200 -0.068 0.124 0.189 0.094 0.576 0.119
50391.560076 0.907 0.170 0.231 0.104 0.315 0.080 0.347 0.103
50392.426762 1.038 0.238 0.448 0.175 0.415 0.109 0.190 0.131
50393.484377 0.471 0.210 0.188 0.122 0.172 0.099 0.146 0.129
50394.448753 1.289 0.260 0.172 0.175 0.329 0.123 0.590 0.148
50395.420652 1.055 0.265 0.227 0.197 0.245 0.122 0.459 0.145
50396.375860 1.049 0.215 0.679 0.129 0.265 0.102 0.212 0.132
50397.419988 1.177 0.241 0.246 0.152 0.424 0.113 0.351 0.141
50398.426456 0.948 0.186 0.399 0.108 0.351 0.089 0.256 0.116
50399.386395 0.924 0.196 0.312 0.107 0.283 0.094 0.255 0.127
50400.344045 1.335 0.189 0.176 0.109 0.433 0.089 0.603 0.117
50401.662496 0.659 0.815 -0.539 0.489 0.233 0.402 0.748 0.490
50402.322685 0.917 0.235 0.444 0.137 0.350 0.112 0.113 0.143
50403.310671 0.637 0.298 0.143 0.178 0.114 0.141 0.192 0.175
50404.323633 0.663 0.234 0.092 0.167 0.316 0.104 0.139 0.133
50405.396783 1.311 0.234 0.483 0.153 0.314 0.105 0.432 0.137
50407.301262 1.452 0.330 0.087 0.169 0.461 0.155 0.760 0.225
50408.267188 1.246 0.451 0.408 0.239 0.273 0.212 0.531 0.302
50409.305891 1.446 0.311 0.646 0.167 0.426 0.150 0.378 0.205
50410.341381 1.103 0.227 0.540 0.135 0.454 0.106 0.131 0.140
50411.192336 1.071 0.299 0.037 0.172 0.417 0.143 0.475 0.190
50412.148484 1.290 2.100 0.790 1.640 0.040 0.940 0.580 1.150
50415.750150 -1.560 1.660 -1.640 0.730 0.390 0.870 -0.670 1.110
50416.717187 0.454 0.280 0.214 0.147 0.090 0.133 0.173 0.190
50417.818854 1.490 0.620 0.050 0.310 0.600 0.300 0.740 0.440
50418.680335 -0.052 0.450 -0.221 0.240 -0.075 0.209 0.195 0.297
50420.270014 0.743 0.138 0.247 0.073 0.250 0.066 0.220 0.091
50421.339572 0.858 0.317 -0.070 0.165 0.282 0.152 0.546 0.214
50422.508808 0.480 0.436 0.020 0.247 0.096 0.202 0.169 0.279
50423.020521 1.201 0.420 0.143 0.221 0.330 0.197 0.632 0.278
50424.020706 0.300 0.660 0.050 0.340 -0.110 0.320 0.340 0.450
50425.020521 1.355 0.437 0.669 0.238 0.434 0.211 0.333 0.289
50426.950521 0.886 0.438 0.310 0.223 0.148 0.206 0.502 0.297
50427.486169 0.641 0.301 0.228 0.156 0.086 0.146 0.271 0.198
50428.603444 1.750 0.268 0.337 0.156 0.700 0.127 0.536 0.167
50429.169120 0.988 0.177 0.202 0.094 0.345 0.085 0.409 0.116
50430.539276 0.660 0.159 0.229 0.084 0.188 0.075 0.265 0.105
50431.574947 1.343 0.151 0.420 0.080 0.472 0.073 0.412 0.100
50432.575659 0.814 0.137 0.229 0.072 0.252 0.066 0.307 0.091
50433.322394 0.916 0.140 0.366 0.077 0.282 0.066 0.249 0.091
50434.379854 1.016 0.146 0.348 0.079 0.340 0.069 0.290 0.097
50435.561803 1.307 0.249 0.559 0.136 0.405 0.118 0.329 0.162
50436.685842 1.195 0.252 0.413 0.153 0.427 0.115 0.302 0.154
50437.576129 0.927 0.237 0.350 0.142 0.334 0.112 0.215 0.146
50438.497239 1.042 0.207 0.390 0.124 0.294 0.097 0.288 0.127
50439.502921 0.554 0.227 -0.072 0.136 0.094 0.106 0.341 0.140
50440.415008 0.812 0.151 0.423 0.086 0.196 0.070 0.212 0.097
50441.373623 0.506 0.159 0.287 0.088 0.189 0.076 0.056 0.102
50442.367698 0.816 0.148 0.368 0.085 0.350 0.070 0.075 0.095
50443.206103 0.710 0.304 0.066 0.180 0.175 0.142 0.333 0.191
50444.140845 0.813 0.324 0.473 0.182 0.170 0.155 0.187 0.208
50446.446724 1.651 0.951 -0.199 0.634 0.424 0.448 0.967 0.544
50447.472928 1.366 0.784 0.090 0.490 0.458 0.376 0.684 0.467
50448.362385 0.987 0.231 0.348 0.131 0.124 0.109 0.466 0.149
50449.266802 0.578 0.274 0.221 0.150 0.140 0.130 0.149 0.176
50453.875521 1.929 0.617 0.598 0.337 0.650 0.290 0.621 0.394
50455.834525 0.777 0.416 0.924 0.258 0.065 0.193 -0.079 0.261
50456.174521 1.482 0.386 0.567 0.219 0.157 0.182 0.689 0.250
50458.341077 1.185 0.465 0.645 0.259 0.005 0.223 0.476 0.300
50459.489410 -0.575 0.621 -0.563 0.338 -0.360 0.300 0.282 0.400
50461.443206 0.602 0.699 0.576 0.483 0.100 0.314 0.244 0.402
50462.547126 0.345 0.575 0.050 0.320 0.146 0.283 0.233 0.368
50463.706076 0.042 1.219 0.085 0.888 0.336 0.600 -0.134 0.668
50465.146245 0.842 0.313 0.182 0.175 0.443 0.154 0.202 0.198
50466.773484 2.023 1.172 2.014 0.816 0.606 0.561 -0.018 0.661
50467.685459 3.632 1.045 1.043 0.707 1.124 0.513 1.248 0.589
50468.142659 0.879 0.282 0.533 0.154 0.088 0.133 0.198 0.180
50470.344369 0.676 0.421 0.473 0.249 0.018 0.200 0.204 0.258
50471.242126 1.233 0.247 0.666 0.139 0.242 0.117 0.330 0.156
50472.525280 1.132 0.493 0.248 0.342 0.418 0.243 0.187 0.277
50473.805706 -0.012 0.827 -0.370 0.596 0.337 0.403 -0.370 0.458
50474.566286 0.790 0.434 0.152 0.281 0.208 0.209 0.369 0.252
50475.363188 0.132 0.280 0.019 0.164 -0.280 0.132 0.246 0.175
50476.362854 0.562 0.313 -0.043 0.181 0.137 0.152 0.511 0.192
50477.568362 0.890 0.216 0.090 0.129 0.416 0.104 0.280 0.132
50478.300406 0.646 0.311 0.061 0.184 0.322 0.151 0.189 0.189
50480.916858 1.194 0.403 0.358 0.221 0.386 0.192 0.394 0.260
50481.460042 2.038 0.467 0.907 0.293 0.581 0.218 0.579 0.275
50482.624904 2.871 1.895 5.776 1.819 0.464 0.839 -0.712 0.922
50483.858241 1.676 0.402 1.285 0.315 0.179 0.178 0.455 0.224
50484.673954 1.061 0.288 0.792 0.183 0.153 0.132 0.273 0.176
50485.602358 1.018 0.287 0.614 0.188 0.415 0.134 0.001 0.172
50486.575093 1.531 0.275 0.625 0.197 0.343 0.125 0.599 0.158
50487.231109 0.734 0.367 0.816 0.256 0.059 0.173 0.011 0.215
50488.532187 1.475 0.401 0.769 0.281 0.353 0.190 0.323 0.229
50489.483655 1.283 0.345 0.717 0.237 0.415 0.164 0.336 0.200
50490.493626 1.047 0.261 0.575 0.167 0.253 0.124 0.129 0.155
50491.473219 1.223 0.266 0.685 0.169 0.204 0.126 0.274 0.159
50492.307629 2.021 0.440 0.808 0.285 0.390 0.208 0.803 0.259
50493.404447 -0.552 1.704 -0.342 1.272 -0.301 0.805 -0.088 0.915
50494.367406 0.972 0.426 0.571 0.246 0.474 0.208 0.050 0.265
50495.331910 2.251 0.324 0.748 0.193 0.691 0.155 0.751 0.199
50496.290443 1.333 0.345 0.598 0.200 0.298 0.167 0.301 0.215
50497.452595 1.923 0.456 0.709 0.262 0.699 0.226 0.459 0.289
50498.158453 2.933 0.969 0.968 0.755 1.177 0.438 0.759 0.515
50499.708669 0.470 0.886 -0.523 0.655 0.451 0.391 0.222 0.498
50500.455835 2.210 0.289 0.447 0.189 0.810 0.135 0.740 0.171
50501.288900 2.492 0.559 0.812 0.363 0.454 0.261 1.240 0.335
50503.830706 -0.925 1.322 0.686 0.983 0.061 0.632 -0.631 0.731
50504.787416 0.330 0.591 0.499 0.425 -0.135 0.288 -0.019 0.326
50505.090891 0.681 1.276 -0.625 0.842 0.567 0.657 0.482 0.762
50506.291200 1.739 0.666 0.179 0.417 0.667 0.322 0.357 0.392
50507.629204 0.467 0.324 0.485 0.204 0.216 0.156 -0.196 0.193
50508.283534 1.581 0.504 0.963 0.310 0.743 0.249 -0.037 0.300
50509.549934 1.112 0.322 0.409 0.201 0.381 0.155 0.283 0.191
50510.392994 0.979 0.373 0.432 0.225 0.419 0.180 0.061 0.225
50512.382484 1.082 0.330 0.383 0.206 0.418 0.155 0.385 0.199
50513.587169 1.266 0.538 0.495 0.376 0.237 0.247 0.454 0.304
50514.701854 1.736 0.620 0.412 0.364 0.548 0.299 0.635 0.376
50515.637303 0.840 0.341 0.400 0.204 0.294 0.160 0.320 0.209
50516.775706 -1.920 2.030 0.070 1.530 0.820 1.010 -2.070 1.070
50517.372805 1.419 0.342 0.408 0.223 0.277 0.153 0.694 0.205
50518.393114 -2.490 2.740 -1.640 1.680 -0.480 1.270 -1.370 1.600
50519.266447 2.460 0.671 1.465 0.474 0.619 0.288 0.692 0.374
50520.294965 1.458 0.512 0.249 0.318 0.759 0.245 0.271 0.307
50521.380301 0.749 0.258 0.267 0.184 0.294 0.115 0.170 0.157
50522.329891 1.074 0.254 0.557 0.176 0.358 0.113 0.219 0.152
50523.809348 0.850 0.605 0.656 0.391 0.388 0.287 -0.089 0.357
50524.664965 1.600 1.960 -0.310 1.160 1.480 1.030 0.230 1.140
50526.388484 1.041 0.614 0.152 0.364 0.667 0.295 0.185 0.381
50527.645891 2.329 0.766 0.531 0.530 0.506 0.363 1.038 0.443
50528.451938 0.852 0.278 0.237 0.178 0.384 0.131 0.173 0.163
50529.363360 1.607 0.609 0.727 0.371 0.548 0.285 0.442 0.368
50530.748113 -0.188 0.812 0.135 0.539 -0.077 0.375 -0.552 0.459
50531.792126 0.629 0.385 0.468 0.227 0.137 0.185 -0.026 0.238
50532.380135 0.894 0.330 0.335 0.204 0.280 0.158 0.175 0.197
50533.413654 1.572 0.329 0.715 0.205 0.394 0.159 0.406 0.195
50534.462047 1.106 0.319 0.676 0.223 0.247 0.152 0.342 0.180
50535.527091 1.097 0.318 0.345 0.215 0.445 0.150 0.256 0.182
